Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
7.03,0.0,Galina CHISTYAKOVA,1962-07-26,URS,Nicosia (CYP),1986-09-13,senior,long jump,24,F,0
7.03,0.0,Helga RADTKE,1962-05-16,GDR,Wien (AUT) (i),1987-02-01,senior,long jump,24,F,1
7.03,+0.7,Irina VALYUKEVICH,1959-11-19,URS,Moskva (URS),1987-06-07,senior,long jump,27,F,0
7.03,+2.5,Valy IONESCU-CONSTANTIN,1960-08-31,ROU,Sofia (BUL),1988-06-26,senior,long jump,27,F,0
7.03,0.0,Valy IONESCU-CONSTANTIN,1960-08-31,ROU,Bern (SUI),1988-08-23,senior,long jump,27,F,0
7.03,0.0,Galina CHISTYAKOVA,1962-07-26,URS,Den Haag (NED) (i),1989-02-22,senior,long jump,26,F,1
7.03,0.0,Yolanda CHEN,1961-07-26,URS,Chelyabinsk (URS) (i),1990-02-03,senior,long jump,28,F,1
7.03,0.0,Heike DRECHSLER,1964-12-16,GDR,Padova (ITA),1990-09-16,senior,long jump,25,F,0
7.03,0.0,Heike DRECHSLER,1964-12-16,GER,Karlsruhe (GER) (i),1992-02-08,senior,long jump,27,F,1
7.03,+0.5,Olena KHLOPOTNOVA,1963-08-04,UKR,Kharkiv (UKR),1994-05-13,senior,long jump,30,F,0
7.03,+0.6,Niki XANTHOU,1973-10-11,GRE,Bellinzona (SUI),1997-08-18,senior,long jump,23,F,0
7.03,+1.7,Fiona MAY,1969-12-12,ITA,Athina (GRE),1998-06-17,senior,long jump,28,F,0
7.03,-1.5,Niurka MONTALVO,1968-06-04,ESP,Monachil (ESP),1999-08-10,senior,long jump,31,F,0
7.03,0.0,Dawn BURRELL,1973-11-01,USA,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-10,senior,long jump,27,F,1
7.03,0.0,Tatyana KOTOVA,1976-12-11,RUS,Athina (GRE),2002-05-29,senior,long jump,25,F,0
7.03,+0.3,Tatyana LEBEDEVA,1976-07-21,RUS,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-28,senior,long jump,31,F,0
7.03,+1.3,Darya KLISHINA,1991-01-15,RUS,"Meteor, Zhukovskiy (RUS)",2010-06-26,senior,long jump,19,F,0
7.03,+1.7,Janay DELOACH,1985-10-12,USA,"Hayward Field, Eugene, OR (USA)",2012-07-01,senior,long jump,26,F,0
7.03,+2.5,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Sports Park Mladost, Zagreb (CRO)",2016-09-06,senior,long jump,26,F,0
7.03,0.0,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Kombank Arena, Beograd (SRB) (i)",2017-03-04,senior,long jump,26,F,1
7.03,-0.9,Malaika MIHAMBO,1994-02-03,GER,"Boudewijnstadion, Bruxelles (BEL)",2019-09-06,senior,long jump,25,F,0
7.03,+0.8,Malaika MIHAMBO,1994-02-03,GER,"Paul-Greifzu-Stadion, Dessau (GER)",2020-09-08,senior,long jump,26,F,0
7.03,+1.8,Tara DAVIS,1999-05-20,USA,"CVEATC, Chula Vista, CA (USA)",2022-07-09,senior,long jump,23,F,0
7.03,-0.5,Malaika MIHAMBO,1994-02-03,GER,"Olympiastadion, München (GER)",2022-08-18,senior,long jump,28,F,0
7.03,0.0,Jasmine MOORE,2001-05-01,USA,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-10,senior,long jump,21,F,1
7.03,+1.7,Agate DE SOUSA,2000-06-05,STP,"Sepp-Herberger-Stadion, Weinheim (GER)",2023-05-27,senior,long jump,22,F,0
7.03,-1.3,Malaika MIHAMBO,1994-02-03,GER,"Stadio Olimpico, Roma (ITA)",2024-06-11,senior,long jump,30,F,0
7.03,+0.4,Lex BROWN,2001-04-26,USA,"Rock Chalk Park, Lawrence, KS (USA)",2025-05-16,senior,long jump,24,F,0
7.03,+2.4,Claire BRYANT,2001-08-25,USA,"Piedmont Park, Atlanta, GA (USA)",2025-05-17,senior,long jump,23,F,0
7.02,+4.0,Heike DAUTE,1964-12-16,GDR,"Atletiekbaan Overvecht, Utrecht (NED)",1981-08-20,senior,long jump,16,F,0
7.02,+1.4,Tatyana PROSKURYAKOVA,1956-01-13,URS,"Olympiastadion, Helsinki (FIN)",1983-08-14,senior,long jump,27,F,0
7.02,0.0,Tatyana PROSKURYAKOVA,1956-01-13,URS,Moskva (URS),1984-07-09,senior,long jump,28,F,0
7.02,+0.5,Nijolé MEDVEDEVA,1960-10-20,URS,Praha (TCH),1984-08-17,senior,long jump,23,F,0
7.02,0.0,Galina CHISTYAKOVA,1962-07-26,URS,"Peace and Friendship Stadium, Piraeus (GRE) (i)",1985-03-02,senior,long jump,22,F,1
7.02,+1.8,Galina CHISTYAKOVA,1962-07-26,URS,Moskva (URS),1985-06-08,senior,long jump,22,F,0
7.02,-0.2,Galina CHISTYAKOVA,1962-07-26,URS,Moskva (URS),1986-08-10,senior,long jump,24,F,0
7.02,+0.3,Helga RADTKE,1962-05-16,GDR,Berlin (GDR),1986-08-20,senior,long jump,24,F,0
7.02,0.0,Heike DRECHSLER,1964-12-16,GDR,Senftenberg (GER) (i),1987-02-07,senior,long jump,22,F,1
7.02,0.0,Jackie JOYNER-KERSEE,1962-03-03,USA,"East Rutherford, NJ (USA) (i)",1988-02-13,senior,long jump,25,F,1
7.02,0.0,Larisa BEREZHNAYA,1961-02-28,URS,Odessa (URS),1988-08-18,senior,long jump,27,F,0
7.02,0.0,Yolanda CHEN,1961-07-26,URS,Moskva (URS) (i),1989-01-15,senior,long jump,27,F,1
7.02,+0.5,Marieta ILCU,1962-10-16,ROU,"Poljud Stadion, Split (CRO)",1990-08-28,senior,long jump,27,F,0
7.02,+4.8,Susen TIEDTKE,1969-01-23,GER,Sestriere (ITA),1992-07-21,senior,long jump,23,F,0
7.02,+0.8,Heike DRECHSLER,1964-12-16,GER,Padova (ITA),1992-08-30,senior,long jump,27,F,0
7.02,+3.3,Inessa KRAVETS,1966-10-05,UKR,Sevilla (ESP),1993-06-05,senior,long jump,26,F,0
7.02,+2.0,Jackie JOYNER-KERSEE,1962-03-03,USA,"Eugene, OR (USA)",1993-06-19,senior,long jump,31,F,0
7.02,-0.2,Heike DRECHSLER,1964-12-16,GER,Roma (ITA),1993-06-27,senior,long jump,28,F,0
7.02,+2.0,Irina MUSHAYILOVA,1967-01-06,RUS,"Stade Olympique de la Pontaise, Lausanne (SUI)",1993-07-07,senior,long jump,26,F,0
7.02,+0.4,Heike DRECHSLER,1964-12-16,GER,Innsbruck (AUT),1993-08-28,senior,long jump,28,F,0
7.02,+0.1,Heike DRECHSLER,1964-12-16,GER,Chemnitz (GER),1995-05-25,senior,long jump,30,F,0
7.02,+1.4,Fiona MAY,1969-12-12,ITA,"Olympic Stadium, Atlanta, GA (USA)",1996-08-02,senior,long jump,26,F,0
7.02,+2.8,Heike DRECHSLER,1964-12-16,GER,Jena (GER),1997-05-25,senior,long jump,32,F,0
7.02,+0.9,Fiona MAY,1969-12-12,ITA,Milano (ITA),1999-06-09,senior,long jump,29,F,0
7.02,+1.9,Marion JONES,1975-10-12,USA,"Sacramento, CA (USA)",2000-07-16,senior,long jump,24,F,0
7.02,+2.6,Fiona MAY,1969-12-12,ITA,"Commonwealth Stadium, Edmonton (CAN)",2001-08-07,senior,long jump,31,F,0
7.02,+0.7,Tatyana KOTOVA,1976-12-11,RUS,Stockholm (SWE),2002-07-16,senior,long jump,25,F,0
7.02,+2.0,Maurren Higa MAGGI,1976-06-25,BRA,"Stade Charléty, Paris (FRA)",2002-09-14,senior,long jump,26,F,0
7.02,+1.5,Oksana UDMURTOVA,1982-02-01,RUS,Doha (QAT),2006-05-12,senior,long jump,24,F,0
7.02,+3.3,Maurren Higa MAGGI,1976-06-25,BRA,"Eugene, OR (USA)",2008-06-08,senior,long jump,31,F,0
7.02,+2.0,Oksana AYDAMIROVA,1984-09-24,RUS,Moskva (RUS),2013-07-15,senior,long jump,28,F,0
7.02,+0.1,Tianna BARTOLETTA,1985-08-30,USA,"Bislett Stadion, Oslo (NOR)",2014-06-11,senior,long jump,28,F,0
7.02,+0.5,Ivana ŠPANOVIĆ,1990-05-10,SRB,"Letzigrund, Zürich (SUI)",2015-09-03,senior,long jump,25,F,0
7.02,+2.3,Tianna BARTOLETTA,1985-08-30,USA,"Hayward Field, Eugene, OR (USA)",2016-07-02,senior,long jump,30,F,0
7.02,+0.1,Brittney REESE,1986-09-09,USA,"Olympic Stadium, London (GBR)",2017-08-11,senior,long jump,30,F,0
7.02,+4.0,Adriana RODRÍGUEZ,1999-07-12,CUB,La Habana (CUB),2019-03-10,senior,long jump,19,F,0
7.02,-0.5,Malaika MIHAMBO,1994-02-03,GER,"Olympic Stadium, London (GBR)",2019-07-21,senior,long jump,25,F,0
7.02,+2.6,Malaika MIHAMBO,1994-02-03,GER,"Olympiastadion, Stockholm (SWE)",2021-07-04,senior,long jump,27,F,0
7.02,+1.1,Ese BRUME,1996-01-20,NGR,"Hayward Field, Eugene, OR (USA)",2022-07-24,senior,long jump,26,F,0
7.02,+0.1,Tara DAVIS-WOODHALL,1999-05-20,USA,"Stadio Olimpico, Roma (ITA)",2024-08-30,senior,long jump,25,F,0
7.02,+2.6,Jasmine MOORE,2001-05-01,USA,"Piedmont Park, Atlanta, GA (USA)",2025-05-17,senior,long jump,24,F,0
7.02,+0.9,Hilary KPATCHA,1998-05-05,FRA,"Central Square, Kalamata (GRE)",2025-05-30,senior,long jump,27,F,0
7.01,-0.5,Tatyana SKACHKO,1954-08-18,URS,"Lenin Stadium, Moskva (URS)",1980-07-31,senior,long jump,25,F,0
7.01,+2.1,Anișoara CUȘMIR,1962-06-28,ROU,Bucureşti (ROU),1982-05-29,senior,long jump,19,F,0
7.01,+2.0,Heike DAUTE,1964-12-16,GDR,Karl Marx Stadt (GDR),1983-06-17,senior,long jump,18,F,0
7.01,-0.2,Eva MURKOVÁ,1962-05-29,TCH,Bratislava (TCH),1984-05-26,senior,long jump,21,F,0
7.01,+2.0,Valy IONESCU,1960-08-31,ROU,Sofia (BUL),1984-06-17,senior,long jump,23,F,0
7.01,0.0,Yelena SINCHUKOVA,1961-01-23,URS,Moskva (URS),1984-07-09,senior,long jump,23,F,0
7.01,+0.8,Nijolé MEDVEDEVA,1960-10-20,URS,Moskva (URS),1984-07-19,senior,long jump,23,F,0
7.01,-1.0,Marina SLUSHKINA,1960-08-02,URS,Krasnoyarsk (URS),1985-08-10,senior,long jump,25,F,0
7.01,-1.0,Marina SLUSHKINA,1960-08-02,URS,Krasnodar (URS),1985-08-10,senior,long jump,25,F,0
7.01,-0.7,Galina CHISTYAKOVA,1962-07-26,URS,"Bruce Stadium, Canberra (AUS)",1985-10-06,senior,long jump,23,F,0
7.01,-0.5,Jackie JOYNER,1962-03-03,USA,Moskva (URS),1986-07-07,senior,long jump,24,F,0
7.01,0.0,Irena OZHENKO,1962-11-13,URS,Kaunas (LTU),1986-08-31,senior,long jump,23,F,0
7.01,+1.6,Svetlana ZORINA,1960-02-02,URS,Volgograd (URS),1986-09-06,senior,long jump,26,F,0
7.01,0.0,Nijolé MEDVEDEVA,1960-10-20,URS,Vilnius (LTU) (i),1987-01-25,senior,long jump,26,F,1
7.01,0.0,Nijolé MEDVEDEVA,1960-10-20,URS,Kaunas (LTU) (i),1987-01-26,senior,long jump,26,F,1
7.01,0.0,Yelena BELEVSKAYA,1963-10-11,URS,Moskva (URS) (i),1987-02-14,senior,long jump,23,F,1
7.01,0.0,Valy IONESCU-CONSTANTIN,1960-08-31,ROU,Bucureşti (ROU),1987-06-14,senior,long jump,26,F,0
7.01,+0.4,Helga RADTKE,1962-05-16,GDR,Karl Marx Stadt (GDR),1987-06-20,senior,long jump,25,F,0
7.01,-0.1,Helga RADTKE,1962-05-16,GDR,"Stadio Olimpico, Roma (ITA)",1987-09-04,senior,long jump,25,F,0
7.01,-0.2,Inessa KRAVETS,1966-10-05,URS,Kiev (URS),1990-07-06,senior,long jump,23,F,0
7.01,+1.5,Heike DRECHSLER,1964-12-16,GDR,"Olympiastadion, Berlin (GER)",1990-08-17,senior,long jump,25,F,0
7.01,0.0,Heike DRECHSLER,1964-12-16,GER,Sindelfingen (GER) (i),1991-03-03,senior,long jump,26,F,1
7.01,0.0,Larisa BEREZHNAYA,1961-02-28,URS,Rieti (ITA),1991-09-06,senior,long jump,30,F,0
7.01,+1.5,Larisa BEREZHNAYA,1961-02-28,UKR,Moskva (RUS),1992-06-23,senior,long jump,31,F,0
7.01,0.0,Jackie JOYNER-KERSEE,1962-03-03,USA,Zürich (SUI),1992-08-19,senior,long jump,30,F,0
7.01,+0.6,Inessa KRAVETS,1966-10-05,UKR,Rieti (ITA),1992-09-06,senior,long jump,25,F,0
7.01,0.0,Heike DRECHSLER,1964-12-16,GER,Sindelfingen (GER) (i),1993-02-14,senior,long jump,28,F,1
7.01,+1.4,Weili YAO,1968-05-06,CHN,Jinan (CHN),1993-06-04,senior,long jump,25,F,0
7.01,+3.4,Olena KHLOPOTNOVA,1963-08-04,UKR,Sevilla (ESP),1993-06-05,senior,long jump,29,F,0
7.01,+0.3,Jackie JOYNER-KERSEE,1962-03-03,USA,Innsbruck (AUT),1993-08-28,senior,long jump,31,F,0
7.01,-0.3,Heike DRECHSLER,1964-12-16,GER,"Stadio Olimpico, Roma (ITA)",1994-06-08,senior,long jump,29,F,0
7.01,+0.4,Heike DRECHSLER,1964-12-16,GER,Zürich (SUI),1994-08-17,senior,long jump,29,F,0
7.01,+0.6,Heike DRECHSLER,1964-12-16,GER,Bruxelles (BEL),1994-08-19,senior,long jump,29,F,0
7.01,+2.2,Olga RUBLYOVA,1974-10-28,RUS,Moskva (RUS),1995-06-16,senior,long jump,20,F,0
7.01,+2.2,Niki XANTHOU,1973-10-11,GRE,Kalamata (GRE),1995-06-17,senior,long jump,21,F,0
7.01,+3.7,Ludmila NINOVA,1960-06-25,AUT,"Atlanta, GA (USA)",1996-05-18,senior,long jump,35,F,0
7.01,+2.0,Niki XANTHOU,1973-10-11,GRE,Chania (GRE),1996-06-08,senior,long jump,22,F,0
7.01,+1.1,Shana WILLIAMS,1972-04-07,USA,"Atlanta, GA (USA)",1996-06-21,senior,long jump,24,F,0
7.01,+1.1,Chioma AJUNWA,1971-12-25,NGR,"Olympic Stadium, Athina (GRE)",1997-08-07,senior,long jump,25,F,0
7.01,-0.3,Marion JONES,1975-10-12,USA,"Raleigh, NC (USA)",1999-06-12,senior,long jump,23,F,0
7.01,+2.7,Tatyana KOTOVA,1976-12-11,RUS,Thessaloniki (GRE),1999-06-23,senior,long jump,22,F,0
7.01,+6.1,Niki XANTHOU,1973-10-11,GRE,Thessaloniki (GRE),1999-06-23,senior,long jump,25,F,0
7.01,-0.4,Eunice BARBER,1974-11-17,FRA,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,senior,long jump,24,F,0
7.01,+3.2,Erica JOHANSSON,1974-02-05,SWE,Oslo (NOR),2000-07-09,senior,long jump,26,F,0
7.01,+3.6,Tatyana KOTOVA,1976-12-11,RUS,"Commonwealth Stadium, Edmonton (CAN)",2001-08-07,senior,long jump,24,F,0
7.01,0.0,Tatyana KOTOVA,1976-12-11,RUS,Omsk (RUS) (i),2002-01-17,senior,long jump,25,F,1
7.01,+1.3,Maurren Higa MAGGI,1976-06-25,BRA,Sâo Caetano do Sul (BRA),2002-03-09,senior,long jump,25,F,0
7.01,+0.7,Tatyana KOTOVA,1976-12-11,RUS,Lisboa (POR),2002-05-26,senior,long jump,25,F,0
7.01,0.0,Irina MELESHINA,1982-05-25,RUS,Rethymno (GRE),2004-06-23,senior,long jump,22,F,0
7.01,+0.8,Tatyana LEBEDEVA,1976-07-21,RUS,"Stadio Olimpico, Roma (ITA)",2004-07-02,senior,long jump,27,F,0
7.01,+0.4,Irina MELESHINA,1982-05-25,RUS,Moskva (RUS),2005-07-15,senior,long jump,23,F,0
7.01,+0.9,Lyudmila KOLCHANOVA,1979-10-01,RUS,Moskva (RUS),2006-09-02,senior,long jump,26,F,0
7.01,+2.0,Naide GOMES,1979-11-20,POR,Madrid (ESP),2007-07-21,senior,long jump,27,F,0
7.01,+1.7,Lyudmila KOLCHANOVA,1979-10-01,RUS,Saransk (RUS),2010-07-13,senior,long jump,30,F,0
7.01,+0.3,Olga ZAYTSEVA,1984-11-10,RUS,Cheboksary (RUS),2011-07-22,senior,long jump,26,F,0
7.01,+1.1,Veronika SHUTKOVA,1986-05-26,BLR,Minsk (BLR),2012-06-12,senior,long jump,26,F,0
7.01,+2.0,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Grodno (BLR),2012-07-06,senior,long jump,23,F,0
7.01,0.0,Darya KLISHINA,1991-01-15,RUS,"Scandinavium, Göteborg (SWE) (i)",2013-03-02,senior,long jump,22,F,1
7.01,+0.2,Brittney REESE,1986-09-09,USA,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,senior,long jump,26,F,0
7.01,+0.8,Ivana ŠPANOVIĆ,1990-05-10,SRB,"National Stadium, Beijing (CHN)",2015-08-28,senior,long jump,25,F,0
7.01,+2.7,Brittney REESE,1986-09-09,USA,"Hayward Field, Eugene, OR (USA)",2016-07-01,senior,long jump,29,F,0
7.01,+1.4,Brittney REESE,1986-09-09,USA,"Hayward Field, Eugene, OR (USA)",2017-05-26,senior,long jump,30,F,0
7.01,+0.5,Tianna BARTOLETTA,1985-08-30,USA,"Sacramento, CA (USA)",2017-06-24,senior,long jump,31,F,0
7.01,+0.8,Tianna BARTOLETTA,1985-08-30,USA,"Olympic Stadium, London (GBR)",2017-07-09,senior,long jump,31,F,0
7.01,+2.2,Brittney REESE,1986-09-09,USA,"Chula Vista, CA (USA)",2019-05-26,senior,long jump,32,F,0
7.01,+0.8,Darya KLISHINA,1991-01-15,ANA,"Ansin Sports Complex, Miramar, FL (USA)",2021-03-27,senior,long jump,30,F,0
7.01,+1.8,Malaika MIHAMBO,1994-02-03,GER,"Hayward Field, Eugene, OR (USA)",2025-07-05,senior,long jump,31,F,0
7.0,+2.0,Jodi ANDERSON,1957-10-11,USA,"Eugene, OR (USA)",1980-06-28,senior,long jump,22,F,0
7.0,+0.4,Tatyana SKACHKO,1954-08-18,URS,Moskva (URS),1980-07-06,senior,long jump,25,F,0
7.0,+3.8,Ramona NEUBERT,1958-07-26,GDR,Dresden (GER),1981-06-14,senior,long jump,22,F,0
7.0,0.0,Margarita BUTKIENĖ,1949-08-19,URS,Vilnius (LTU),1983-05-25,senior,long jump,33,F,0
7.0,+1.2,Anișoara CUȘMIR,1962-06-28,ROU,"Olympiastadion, Helsinki (FIN)",1983-08-14,senior,long jump,21,F,0
7.0,+0.1,Eva MURKOVÁ,1962-05-29,TCH,Ostrava (TCH),1984-05-23,senior,long jump,21,F,0
7.0,+4.2,Susan HEARNSHAW,1961-05-26,GBR,Cwmbran (GBR),1984-05-27,senior,long jump,23,F,0
7.0,-0.9,Heike DAUTE,1964-12-16,GDR,Erfurt (GER),1984-06-02,senior,long jump,19,F,0
7.0,-0.2,Birgit GROßHENNIG,1965-02-21,GDR,Berlin (GER),1984-06-09,senior,long jump,19,F,0
7.0,0.0,Yelena KHLOPOTNOVA,1963-08-04,URS,Riga (LAT),1984-07-06,senior,long jump,20,F,0
7.0,+2.0,Galina CHISTYAKOVA,1962-07-26,URS,Helsinki (FIN),1985-07-04,senior,long jump,22,F,0
7.0,+0.7,Yelena BELEVSKAYA,1963-10-11,URS,Leningrad (URS),1985-08-01,senior,long jump,21,F,0
7.0,0.0,Jackie JOYNER,1962-03-03,USA,Köln (GER),1985-08-25,senior,long jump,23,F,0
7.0,0.0,Irina VALYUKEVICH,1959-11-19,URS,Kobe (JPN),1985-09-03,senior,long jump,25,F,0
7.0,0.0,Helga RADTKE,1962-05-16,GDR,Berlin (GER) (i),1986-01-25,senior,long jump,23,F,1
7.0,0.0,Yelena KHLOPOTNOVA,1963-08-04,URS,Moskva (URS) (i),1986-02-06,senior,long jump,22,F,1
7.0,+1.3,Larisa BEREZHNAYA,1961-02-28,URS,Kiev (URS),1986-07-25,senior,long jump,25,F,0
7.0,+0.6,Silvia KHRISTOVA-MONEVA,1965-08-22,BUL,Sofia (BUL),1986-08-03,senior,long jump,20,F,0
7.0,0.0,Helga RADTKE,1962-05-16,GDR,Potsdam (GDR),1987-08-21,senior,long jump,25,F,0
7.0,+2.5,Larisa BEREZHNAYA,1961-02-28,URS,Kharkov (URS),1988-05-14,senior,long jump,27,F,0
7.0,-1.3,Jackie JOYNER-KERSEE,1962-03-03,USA,"Indianapolis, IN (USA)",1988-07-16,senior,long jump,26,F,0
7.0,0.0,Valy IONESCU-CONSTANTIN,1960-08-31,ROU,Ankara (TUR),1988-07-17,senior,long jump,27,F,0
7.0,+0.5,Yelena BELEVSKAYA,1963-10-11,URS,Staiki (BLR),1988-07-31,senior,long jump,24,F,0
7.0,0.0,Yelena BELEVSKAYA,1963-10-11,URS,Minsk (BLR),1988-08-07,senior,long jump,24,F,0
7.0,0.0,Larisa BEREZHNAYA,1961-02-28,URS,Nice (FRA),1990-07-10,senior,long jump,29,F,0
7.0,0.0,Susen TIEDTKE,1969-01-23,GER,Seoul (KOR),1991-08-18,senior,long jump,22,F,0
7.0,0.0,Jackie JOYNER-KERSEE,1962-03-03,USA,"New York, NY (USA) (i)",1992-02-07,senior,long jump,29,F,1
7.0,0.0,Larisa BEREZHNAYA,1961-02-28,EUN,"Palazzo dello Sport, Genova (ITA) (i)",1992-02-28,senior,long jump,31,F,1
7.0,+2.2,Ludmila NINOVA,1960-06-25,AUT,São Paulo (BRA),1992-05-17,senior,long jump,31,F,0
7.0,+2.5,Ludmila NINOVA,1960-06-25,AUT,Sevilla (ESP),1992-06-06,senior,long jump,31,F,0
7.0,-0.2,Jackie JOYNER-KERSEE,1962-03-03,USA,Bruxelles (BEL),1992-08-28,senior,long jump,30,F,0
7.0,+2.1,Heike DRECHSLER,1964-12-16,GER,Rieti (ITA),1993-09-05,senior,long jump,28,F,0
7.0,+2.1,Fiona MAY,1969-12-12,ITA,Sestriere (ITA),1994-07-31,senior,long jump,24,F,0
7.0,+1.1,Heike DRECHSLER,1964-12-16,GER,Köln (GER),1994-08-21,senior,long jump,29,F,0
7.0,+0.6,Inessa KRAVETS,1966-10-05,UKR,"Crystal Palace, London (GBR)",1994-09-11,senior,long jump,27,F,0
7.0,+0.5,Jackie JOYNER-KERSEE,1962-03-03,USA,"Olympic Stadium, Atlanta, GA (USA)",1996-08-02,senior,long jump,34,F,0
7.0,+0.3,Marion JONES,1975-10-12,USA,"SGJ, Johannesburg (RSA)",1998-09-13,senior,long jump,22,F,0
7.0,-1.0,Inessa KRAVETS,1966-10-05,UKR,Kyiv (UKR),2000-07-15,senior,long jump,33,F,0
7.0,-0.2,Tatyana KOTOVA,1976-12-11,RUS,"Bislett Stadion, Oslo (NOR)",2000-07-28,senior,long jump,23,F,0
7.0,0.0,Lyudmila GALKINA,1972-01-20,RUS,Moskva (RUS) (i),2001-02-16,senior,long jump,29,F,1
7.0,+1.0,Tatyana KOTOVA,1976-12-11,RUS,Thessaloniki (GRE),2001-08-22,senior,long jump,24,F,0
7.0,+1.8,Bronwyn THOMPSON,1978-01-29,AUS,Melbourne (AUS),2002-03-07,senior,long jump,24,F,0
7.0,+2.1,Niurka MONTALVO,1968-06-04,ESP,Valencia (ESP),2002-06-15,senior,long jump,34,F,0
7.0,+0.5,Tatyana KOTOVA,1976-12-11,RUS,Ostrava (CZE),2004-06-08,senior,long jump,27,F,0
7.0,+0.5,Lyudmila KOLCHANOVA,1979-10-01,RUS,Sochi (RUS),2006-05-26,senior,long jump,26,F,0
7.0,+2.9,Tatyana LEBEDEVA,1976-07-21,RUS,"Eugene, OR (USA)",2006-05-28,senior,long jump,29,F,0
7.0,0.0,Naide GOMES,1979-11-20,POR,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-09,senior,long jump,28,F,1
7.0,+4.1,Brianna GLENN,1980-04-18,USA,"Chula Vista, CA (USA)",2011-06-16,senior,long jump,31,F,0
7.0,0.0,Blessing OKAGBARE,1988-10-09,NGR,"Stade Louis II, Monaco (MON)",2013-07-19,senior,long jump,24,F,0
7.0,+3.3,Alexandra WESTER,1994-03-21,GER,Weinheim (GER),2016-05-29,senior,long jump,22,F,0
7.0,-0.3,Darya KLISHINA,1991-01-15,ANA,"Olympic Stadium, London (GBR)",2017-08-11,senior,long jump,26,F,0
7.0,+1.8,Brittney REESE,1986-09-09,USA,"Drake Stadium, Des Moines, IA (USA)",2019-07-27,senior,long jump,32,F,0
7.0,+1.4,Kendell WILLIAMS,1995-06-14,USA,"Spec Towns Track, Athens, GA (USA)",2021-04-09,senior,long jump,25,F,0
7.0,+0.1,Ivana ŠPANOVIĆ,1990-05-10,SRB,"National Stadium, Tokyo (JPN)",2021-08-01,senior,long jump,31,F,0
7.0,+0.1,Malaika MIHAMBO,1994-02-03,GER,"National Stadium, Tokyo (JPN)",2021-08-03,senior,long jump,27,F,0
7.0,+1.6,Ese BRUME,1996-01-20,NGR,"Alexander Stadium, Birmingham (GBR)",2022-08-07,senior,long jump,26,F,0
7.0,0.0,Jazmin SAWYERS,1994-05-21,GBR,"Ataköy Arena, Istanbul (TUR) (i)",2023-03-05,senior,long jump,28,F,1
7.0,+2.6,Tara DAVIS-WOODHALL,1999-05-20,USA,"Hayward Field, Eugene, OR (USA)",2024-06-29,senior,long jump,25,F,0
7.0,+2.8,Lex BROWN,2001-04-26,USA,"Percy Beard Track, Gainesville, FL (USA)",2025-04-04,senior,long jump,23,F,0
6.99,+2.0,Sigrun SIEGL,1954-10-29,GDR,Dresden (GER),1976-05-19,senior,long jump,21,F,0
6.99,0.0,Heike DAUTE,1964-12-16,GDR,Senftenberg (GER) (i),1984-01-21,senior,long jump,19,F,1
6.99,0.0,Galina CHISTYAKOVA,1962-07-26,URS,Moskva (URS),1984-05-10,senior,long jump,21,F,0
6.99,+1.9,Yelena SINCHUKOVA,1961-01-23,URS,Moskva (URS),1984-07-19,senior,long jump,23,F,0
6.99,+1.5,Yelena KHLOPOTNOVA,1963-08-04,URS,Baku (AZE),1984-09-15,senior,long jump,21,F,0
6.99,0.0,Heike DRECHSLER,1964-12-16,GDR,Senftenberg (GER) (i),1985-02-02,senior,long jump,20,F,1
6.99,0.0,Eva MURKOVÁ,1962-05-29,TCH,"Peace and Friendship Stadium, Piraeus (GRE) (i)",1985-03-02,senior,long jump,22,F,1
6.99,0.0,Jackie JOYNER,1962-03-03,USA,"Los Angeles, CA (USA)",1985-06-04,senior,long jump,23,F,0
6.99,0.0,Yelena BELEVSKAYA,1963-10-11,URS,Vilnius (LTU) (i),1986-01-11,senior,long jump,22,F,1
6.99,0.0,Larisa BEREZHNAYA,1961-02-28,URS,Vilnius (LTU) (i),1986-01-12,senior,long jump,24,F,1
6.99,0.0,Nijolé MEDVEDEVA,1960-10-20,URS,Riga (URS),1986-06-14,senior,long jump,25,F,0
6.99,+1.0,Eva MURKOVÁ,1962-05-29,TCH,Banská Bystrica (TCH),1987-06-06,senior,long jump,25,F,0
6.99,+0.9,Galina CHISTYAKOVA,1962-07-26,URS,"Stadio Olimpico, Roma (ITA)",1987-09-04,senior,long jump,25,F,0
6.99,+1.8,Yelena KHLOPOTNOVA,1963-08-04,URS,Moskva (URS),1988-06-11,senior,long jump,24,F,0
6.99,NWI,Yelena KHLOPOTNOVA,1963-08-04,URS,Leningrad (URS),1988-06-11,senior,long jump,24,F,0
6.99,+3.0,Nijolé MEDVEDEVA,1960-10-20,URS,Tallinn (EST),1988-07-06,senior,long jump,27,F,0
6.99,+1.4,Helga RADTKE,1962-05-16,GDR,Neubrandenburg (GDR),1989-07-21,senior,long jump,27,F,0
