Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
17.16,0.0,Viktor SANEYEV,1945-10-03,URS,Moskva (URS) (i),1976-02-02,senior,triple jump,30,M,1
17.16,+1.7,Keith CONNOR,1957-09-16,GBR,Melbourne (AUS),1980-01-17,senior,triple jump,22,M,0
17.16,0.0,Vasiliy ISAYEV,1959-02-01,URS,Tallinn (EST),1981-06-15,senior,triple jump,22,M,0
17.16,0.0,Nikolay MUSIYENKO,1959-12-16,URS,Moskva (URS) (i),1982-02-20,senior,triple jump,22,M,1
17.16,0.0,Vasiliy GRISHCHENKOV,1958-01-23,URS,Moskva (URS),1982-07-06,senior,triple jump,24,M,0
17.16,+0.6,Vyacheslav BORDUKOV,1959-01-01,URS,Kishinev (URS),1982-09-25,senior,triple jump,23,M,0
17.16,+2.1,Ray KIMBLE,1953-04-19,USA,San José (USA),1983-05-28,senior,triple jump,30,M,0
17.16,0.0,Keith CONNOR,1957-09-16,GBR,San José (USA),1983-05-28,senior,triple jump,25,M,0
17.16,0.0,Willie BANKS,1956-03-11,USA,Osaka (JPN) (i),1984-01-16,senior,triple jump,27,M,1
17.16,0.0,Vlastimil MARINEC,1957-01-09,TCH,"Scandinavium, Göteborg (SWE) (i)",1984-03-03,senior,triple jump,27,M,1
17.16,0.0,Mike CONLEY,1962-10-05,USA,"San Diego, CA (USA) (i)",1986-02-23,senior,triple jump,23,M,1
17.16,+0.2,Volodimir INOZEMTSEV,1964-05-25,URS,Bratislava (TCH),1986-06-14,senior,triple jump,22,M,0
17.16,+3.3,Arne HOLM,1961-12-22,SWE,Helsinki (FIN),1986-08-10,senior,triple jump,24,M,0
17.16,0.0,Mike CONLEY,1962-10-05,USA,"Stadio Olimpico, Roma (ITA)",1986-09-10,senior,triple jump,23,M,0
17.16,-0.2,Aleksandr KOVALENKO,1963-05-08,URS,Tashkent (UZB),1986-09-17,senior,triple jump,23,M,0
17.16,+1.9,Charles SIMPKINS,1963-10-19,USA,Zagreb (CRO),1987-07-17,senior,triple jump,23,M,0
17.16,+1.1,Vladimir CHERNIKOV,1959-08-03,URS,Bryansk (URS),1987-07-18,senior,triple jump,27,M,0
17.16,0.0,Vladimir CHERNIKOV,1959-08-03,URS,Chelyabinsk (URS),1987-08-02,senior,triple jump,27,M,0
17.16,+0.2,Aleksandr KOVALENKO,1963-05-08,URS,"Stadio Olimpico, Roma (ITA)",1987-08-30,senior,triple jump,24,M,0
17.16,NWI,Volodimir INOZEMTSEV,1964-05-25,URS,Kiev (URS),1987-09-03,senior,triple jump,23,M,0
17.16,NWI,Andrey KAYUKOV,1964-04-12,URS,Sochi (URS),1988-06-01,senior,triple jump,24,M,0
17.16,+0.5,Juan Miguel LÓPEZ,1967-04-07,CUB,Bratislava (TCH),1988-06-08,senior,triple jump,21,M,0
17.16,+1.5,Khristo MARKOV,1965-01-27,BUL,Dijon (FRA),1988-06-11,senior,triple jump,23,M,0
17.16,0.0,Willie BANKS,1956-03-11,USA,"Tampa, FL (USA)",1988-06-18,senior,triple jump,32,M,0
17.16,NWI,Mike CONLEY,1962-10-05,USA,Budapest (HUN),1988-08-12,senior,triple jump,25,M,0
17.16,+0.1,Vasiliy SOKOV,1968-04-07,URS,Donetsk (URS),1989-07-08,senior,triple jump,21,M,0
17.16,+0.2,Vasiliy SOKOV,1968-04-07,URS,Riga (LAT),1990-06-03,senior,triple jump,22,M,0
17.16,+0.1,Frank RUTHERFORD,1964-11-23,BAH,Grosseto (ITA),1990-08-13,senior,triple jump,25,M,0
17.16,NWI,Oleg PROTSENKO,1963-08-11,URS,Bad Cannstatt (GER),1991-07-07,senior,triple jump,27,M,0
17.16,+0.8,Ralf JAROS,1965-12-13,GER,Formia (ITA),1991-07-08,senior,triple jump,25,M,0
17.16,+2.0,Aleksandr KOVALENKO,1963-05-08,URS,Kiev (URS),1991-07-12,senior,triple jump,28,M,0
17.16,+0.5,Vasiliy SOKOV,1968-04-07,URS,"National Stadium, Tokyo (JPN)",1991-08-25,senior,triple jump,23,M,0
17.16,0.0,Frank RUTHERFORD,1964-11-23,BAH,"New York, NY (USA)",1992-05-24,senior,triple jump,27,M,0
17.16,+0.4,Oleg PROTSENKO,1963-08-11,RUS,Bratislava (TCH),1992-06-01,senior,triple jump,28,M,0
17.16,+3.6,Brian WELLMAN,1967-09-08,BER,"Estadio Olímpico, Barcelona (ESP)",1992-08-01,senior,triple jump,24,M,0
17.16,0.0,Jonathan EDWARDS,1966-05-10,GBR,Birmingham (GBR) (i),1993-02-20,senior,triple jump,26,M,1
17.16,+2.2,Tord HENRIKSSON,1965-04-13,SWE,Bruxelles (BEL),1993-06-13,senior,triple jump,28,M,0
17.16,+1.4,Mike CONLEY,1962-10-05,USA,"Eugene, OR (USA)",1993-06-17,senior,triple jump,30,M,0
17.16,-0.2,Edrick FLORÉAL,1966-10-05,CAN,"Stade Louis II, Monaco (MON)",1993-08-07,senior,triple jump,26,M,0
17.16,0.0,Māris BRUŽIKS,1962-08-25,LAT,Grenoble (FRA) (i),1994-02-06,senior,triple jump,31,M,1
17.16,+1.6,Brian WELLMAN,1967-09-08,BER,Stockholm (SWE),1994-07-12,senior,triple jump,26,M,0
17.16,0.0,Serge HÉLAN,1964-02-24,FRA,Liévin (FRA) (i),1995-02-26,senior,triple jump,31,M,1
17.16,+1.5,Yoelbi QUESADA,1973-08-04,CUB,Granada (ESP),1995-05-27,senior,triple jump,21,M,0
17.16,+1.5,Yoel GARCÍA,1973-11-25,CUB,"Helmántico, Salamanca (ESP)",1995-07-18,senior,triple jump,21,M,0
17.16,+1.2,Yoel GARCÍA,1973-11-25,CUB,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,senior,triple jump,21,M,0
17.16,0.0,Yoelbi QUESADA,1973-08-04,CUB,Moskva (RUS) (i),1996-02-14,senior,triple jump,22,M,1
17.16,+0.2,Andrey KURENNOY,1972-05-12,RUS,Granada (ESP),1996-05-29,senior,triple jump,24,M,0
17.16,-0.5,Kenny HARRISON,1965-02-13,USA,Berlin (GER),1996-08-30,senior,triple jump,31,M,0
17.16,0.0,Charles Michael FRIEDEK,1971-08-26,GER,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-09,senior,triple jump,25,M,1
17.16,+2.9,Serge HÉLAN,1964-02-24,FRA,Fort-de-France (FRA),1997-07-06,senior,triple jump,33,M,0
17.16,+2.4,Vasiliy SOKOV,1968-04-07,RUS,"Népstadion, Budapest (HUN)",1998-08-23,senior,triple jump,30,M,0
17.16,+3.3,Jérôme ROMAIN,1971-06-12,FRA,Niort (FRA),1999-07-31,senior,triple jump,28,M,0
17.16,+1.0,Charles Michael FRIEDEK,1971-08-26,GER,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,triple jump,27,M,0
17.16,+3.0,Yoelbi QUESADA,1973-08-04,CUB,La Habana (CUB),2000-02-26,senior,triple jump,26,M,0
17.16,+0.3,Onochie ACHIKE,1975-01-31,GBR,Zagreb (CRO),2000-07-03,senior,triple jump,25,M,0
17.16,+0.4,Christian OLSSON,1980-01-25,SWE,Yokohama (JPN),2001-09-15,senior,triple jump,21,M,0
17.16,+4.8,Kenta BELL,1977-03-16,USA,"El Paso, TX (USA)",2002-04-13,senior,triple jump,25,M,0
17.16,0.0,Walter DAVIS,1979-07-02,USA,Liévin (FRA) (i),2003-02-23,senior,triple jump,23,M,1
17.16,+0.5,Fabrizio DONATO,1976-08-14,ITA,"Stadio Luigi Ridolfi, Firenze (ITA)",2003-06-22,senior,triple jump,26,M,0
17.16,+0.2,Christian OLSSON,1980-01-25,SWE,Växjö (SWE),2003-07-01,senior,triple jump,23,M,0
17.16,+0.9,Leevan SANDS,1981-08-16,BAH,St. George's (GRN),2003-07-06,senior,triple jump,21,M,0
17.16,0.0,Christian OLSSON,1980-01-25,SWE,Göteborg (SWE) (i),2004-02-03,senior,triple jump,24,M,1
17.16,0.0,Marian OPREA,1982-06-06,ROU,Karlsruhe (GER) (i),2004-02-15,senior,triple jump,21,M,1
17.16,0.0,Dmitrij VAĽUKEVIČ,1981-05-31,BLR,"Sportaréna, Budapest (HUN) (i)",2004-03-05,senior,triple jump,22,M,1
17.16,0.0,Mykola SAVOLAINEN,1980-03-25,UKR,"Sportaréna, Budapest (HUN) (i)",2004-03-05,senior,triple jump,23,M,1
17.16,-0.9,Walter DAVIS,1979-07-02,USA,"Atlanta, GA (USA)",2004-05-15,senior,triple jump,24,M,0
17.16,+1.4,Momchil KARAILIEV,1982-05-21,BUL,Sofia (BUL),2004-07-08,senior,triple jump,22,M,0
17.16,+1.6,Karl TAILLEPIERRE,1976-08-13,FRA,Sotteville-lès-Rouen (FRA),2004-07-17,senior,triple jump,27,M,0
17.16,+0.4,Kenta BELL,1977-03-16,USA,"Stade Louis II, Monaco (MON)",2004-09-18,senior,triple jump,27,M,0
17.16,+2.9,Leevan SANDS,1981-08-16,BAH,"Eugene, OR (USA)",2005-06-04,senior,triple jump,23,M,0
17.16,+0.4,Yoandri BETANZOS,1982-02-15,CUB,Alcalá de Henáres (ESP),2005-06-18,senior,triple jump,23,M,0
17.16,0.0,Momchil KARAILIEV,1982-05-21,BUL,Sofia (BUL) (i),2006-02-04,senior,triple jump,23,M,1
17.16,+0.3,Yoandri BETANZOS,1982-02-15,CUB,"Meteor, Zhukovskiy (RUS)",2006-06-24,senior,triple jump,24,M,0
17.16,+2.3,Fabrizio DONATO,1976-08-14,ITA,Padova (ITA),2006-09-01,senior,triple jump,30,M,0
17.16,0.0,Mykola SAVOLAINEN,1980-03-25,UKR,Yalta (UKR),2007-06-14,senior,triple jump,27,M,0
17.16,+0.1,Danil BURKENYA,1978-07-20,RUS,Moskva (RUS),2007-06-29,senior,triple jump,28,M,0
17.16,-0.9,Leevan SANDS,1981-08-16,BAH,Rio de Janeiro (BRA),2008-05-18,senior,triple jump,26,M,0
17.16,0.0,Viktor KUZNYETSOV,1986-07-14,UKR,Yalta (UKR),2008-06-08,senior,triple jump,21,M,0
17.16,+2.1,Brandon ROULHAC,1983-12-13,USA,"Eugene, OR (USA)",2008-07-06,senior,triple jump,24,M,0
17.16,+1.8,Yevhen SEMENENKO,1984-07-17,UKR,Yalta (UKR),2009-07-23,senior,triple jump,25,M,0
17.16,+0.2,Phillips IDOWU,1978-12-30,GBR,"Crystal Palace, London (GBR)",2009-07-24,senior,triple jump,30,M,0
17.16,0.0,Colomba FOFANA,1977-04-11,FRA,Paris (FRA) (i),2010-02-28,senior,triple jump,32,M,1
17.16,+0.3,Tosin OKE,1980-10-01,NGR,New Delhi (IND),2010-10-12,senior,triple jump,30,M,0
17.16,-1.7,David GIRAT,1984-08-26,CUB,La Habana (CUB),2011-03-19,senior,triple jump,26,M,0
17.16,+0.1,Osniel TOSCA,1984-06-30,CUB,Belém (BRA),2011-05-15,senior,triple jump,26,M,0
17.16,+1.9,Yevhen SEMENENKO,1984-07-17,UKR,Kyiv (UKR),2011-06-11,senior,triple jump,26,M,0
17.16,0.0,Christian OLSSON,1980-01-25,SWE,"DS, Daegu (KOR)",2011-09-02,senior,triple jump,31,M,0
17.16,0.0,Christian TAYLOR,1990-06-18,USA,"Letzigrund, Zürich (SUI)",2012-08-30,senior,triple jump,22,M,0
17.16,0.0,Pedro PICHARDO,1993-06-30,CUB,La Habana (CUB),2013-02-15,senior,triple jump,19,M,0
17.16,0.0,Bin DONG,1988-11-22,CHN,Nanjing (CHN) (i),2013-03-07,senior,triple jump,24,M,1
17.16,-0.1,Christian TAYLOR,1990-06-18,USA,"Puskás Ferenc Stadion, Budapest (HUN)",2013-07-10,senior,triple jump,23,M,0
17.16,+2.7,Lázaro MARTÍNEZ,1997-11-03,CUB,La Habana (CUB),2014-02-21,senior,triple jump,16,M,0
17.16,+1.0,Yoann RAPINIER,1989-09-29,FRA,Reims (FRA),2014-07-12,senior,triple jump,24,M,0
17.16,+1.8,Omar CRADDOCK,1991-04-26,USA,"Hayward Field, Eugene, OR (USA)",2016-07-09,senior,triple jump,25,M,0
17.16,+0.1,Karol HOFFMANN,1989-06-01,POL,"Olympisch Stadion, Amsterdam (NED)",2016-07-09,senior,triple jump,27,M,0
17.16,-0.1,Cristian NÁPOLES,1998-11-27,CUB,"Olympic Stadium, London (GBR)",2017-08-10,senior,triple jump,18,M,0
17.16,+0.2,Alexis COPELLO,1985-08-12,AZE,"Olympic Stadium, London (GBR)",2017-08-10,senior,triple jump,31,M,0
17.16,+0.2,Chris BENARD,1990-04-09,USA,"Olympic Stadium, London (GBR)",2017-08-10,senior,triple jump,27,M,0
17.16,+1.0,KeAndre BATES,1996-05-24,USA,"Drake Stadium, Des Moines, IA (USA)",2018-06-22,senior,triple jump,22,M,0
17.16,-0.4,Omar CRADDOCK,1991-04-26,USA,"Yanmar Stadium Nagai, Osaka (JPN)",2019-05-19,senior,triple jump,28,M,0
17.16,0.0,Lasha GULELAURI,1993-05-26,GEO,Tbilisi (GEO) (i),2020-02-02,senior,triple jump,26,M,1
17.16,+1.9,Levon AGHASYAN,1995-01-19,ARM,"New District Stadium, Tbilisi (GEO)",2021-05-30,senior,triple jump,26,M,0
17.16,+2.4,Max HEß,1996-07-13,GER,"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,senior,triple jump,24,M,0
17.16,+1.7,Yasser Mohammed TRIKI,1997-03-24,ALG,"Stade Charléty, Paris (FRA)",2021-08-28,senior,triple jump,24,M,0
17.16,+3.0,Chris BENARD,1990-04-09,USA,"CVEATC, Chula Vista, CA (USA)",2022-05-29,senior,triple jump,32,M,0
17.16,+1.5,Pedro PICHARDO,1993-06-30,POR,"Hayward Field, Eugene, OR (USA)",2022-07-21,senior,triple jump,29,M,0
17.16,0.0,Lázaro MARTÍNEZ,1997-11-03,CUB,"Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i)",2023-02-04,senior,triple jump,25,M,1
17.16,+0.1,Hugues Fabrice ZANGO,1993-06-25,BUR,"Stade de France, Paris (FRA)",2024-08-07,senior,triple jump,31,M,0
17.16,+0.2,Salif MANE,2001-12-12,USA,"Stade de France, Paris (FRA)",2024-08-07,senior,triple jump,22,M,0
17.16,+1.3,Jordan A. DÍAZ FORTUN,2001-02-23,ESP,"Estadi Natalia Rodríguez, Tarragona (ESP)",2025-08-03,senior,triple jump,24,M,0
17.16,+0.6,Jordan SCOTT,1997-06-29,JAM,"Letzigrund, Zürich (SUI)",2025-08-28,senior,triple jump,28,M,0
17.15,+3.5,Viktor SANEYEV,1945-10-03,URS,Saarijärvi (FIN),1975-06-22,senior,triple jump,29,M,0
17.15,0.0,Ron LIVERS,1955-07-20,USA,"Eugene, OR (USA)",1978-06-03,senior,triple jump,22,M,0
17.15,+0.2,Vasiliy GRISHCHENKOV,1958-01-23,URS,"Olympic Stadium, Athina (GRE)",1982-09-10,senior,triple jump,24,M,0
17.15,0.0,Zdzisław HOFFMANN,1959-08-27,POL,Berlin (GER),1983-08-17,senior,triple jump,23,M,0
17.15,0.0,Béla BAKOSI,1957-06-18,HUN,"Scandinavium, Göteborg (SWE) (i)",1984-03-03,senior,triple jump,26,M,1
17.15,0.0,Māris BRUŽIKS,1962-08-25,URS,Riga (LAT),1984-06-17,senior,triple jump,21,M,0
17.15,+0.4,Aleksandr YAKOVLEV,1957-09-08,URS,Potsdam (GDR),1984-07-21,senior,triple jump,26,M,0
17.15,0.0,Lázaro BETANCOURT,1963-03-18,CUB,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1985-01-18,senior,triple jump,21,M,1
17.15,0.0,Mike CONLEY,1962-10-05,USA,"Fayetteville, AR (USA)",1985-05-18,senior,triple jump,22,M,0
17.15,-0.6,Charles SIMPKINS,1963-10-19,USA,"Los Angeles, CA (USA)",1985-06-08,senior,triple jump,21,M,0
17.15,0.0,Charles SIMPKINS,1963-10-19,USA,"Dallas, TX (USA) (i)",1986-02-01,senior,triple jump,22,M,1
17.15,+0.9,Norifumi YAMASHITA,1962-09-10,JPN,Tokyo (JPN),1986-06-01,senior,triple jump,23,M,0
17.15,+1.5,Dirk GAMLIN,1963-10-26,GDR,Potsdam (GDR),1986-06-12,senior,triple jump,22,M,0
17.15,+2.0,Willie BANKS,1956-03-11,USA,Oslo (NOR),1986-07-05,senior,triple jump,30,M,0
17.15,-0.5,Joseph TAIWO,1959-08-24,NGR,"Letzigrund, Zürich (SUI)",1986-08-13,senior,triple jump,26,M,0
17.15,0.0,Serge HÉLAN,1964-02-24,FRA,"Arena Stade Couvert, Liévin (FRA) (i)",1987-02-22,senior,triple jump,22,M,1
17.15,0.0,Boris KHOKHLOV,1958-12-20,URS,Chelyabinsk (URS),1987-08-02,senior,triple jump,28,M,0
17.15,-0.2,Jacek PASTUSIŃSKI,1964-09-08,POL,Poznan (POL),1987-08-16,senior,triple jump,22,M,0
17.15,0.0,Oleg SAKIRKIN,1966-01-23,URS,Valencia (ESP) (i),1988-02-17,senior,triple jump,22,M,1
17.15,0.0,Ray KIMBLE,1953-04-19,USA,"New York, NY (USA) (i)",1988-02-26,senior,triple jump,34,M,1
17.15,+2.1,Edrick FLORÉAL,1966-10-05,CAN,"Austin, TX (USA)",1988-05-14,senior,triple jump,21,M,0
17.15,+0.6,Aleksandr YAKOVLEV,1957-09-08,URS,São Paulo (BRA),1988-05-22,senior,triple jump,30,M,0
17.15,-1.2,Kenny HARRISON,1965-02-13,USA,"San Diego, CA (USA)",1988-06-25,senior,triple jump,23,M,0
17.15,+2.9,Nikolay MUSIYENKO,1959-12-16,URS,Birmingham (GBR),1989-06-24,senior,triple jump,29,M,0
17.15,+0.3,Kenny HARRISON,1965-02-13,USA,"Norwalk, CA (USA)",1990-06-15,senior,triple jump,25,M,0
17.15,+1.7,Ján ČADO,1963-05-07,TCH,"Stade Olympique de la Pontaise, Lausanne (SUI)",1990-07-12,senior,triple jump,27,M,0
17.15,-0.2,Leonid VOLOSHIN,1966-03-30,URS,Stockholm (SWE),1991-07-03,senior,triple jump,25,M,0
17.15,+0.4,Tord HENRIKSSON,1965-04-13,SWE,Stockholm (SWE),1991-08-04,senior,triple jump,26,M,0
17.15,+1.0,Georges SAINTE-ROSE,1969-09-03,FRA,Fort-de-France (FRA),1992-04-25,senior,triple jump,22,M,0
17.15,+0.5,Audrius RAIZGYS,1969-04-04,LTU,Riga (LAT),1992-08-14,senior,triple jump,23,M,0
17.15,-0.3,Frank RUTHERFORD,1964-11-23,BAH,Torino (ITA),1992-09-04,senior,triple jump,27,M,0
17.15,0.0,Vasiliy SOKOV,1968-04-07,RUS,St. Petersburg (RUS) (i),1993-01-23,senior,triple jump,24,M,1
17.15,+2.0,Pierre CAMARA,1965-09-10,FRA,Roma (ITA),1993-06-27,senior,triple jump,27,M,0
17.15,0.0,Yuriy SOTNIKOV,1969-03-10,RUS,Lipetsk (RUS) (i),1994-02-27,senior,triple jump,24,M,1
17.15,+1.9,Igor SAUTKIN,1972-02-23,RUS,Voronezh (RUS),1994-06-18,senior,triple jump,22,M,0
17.15,-0.3,Yoel GARCÍA,1973-11-25,CUB,"Olympiastadion, Berlin (GER)",1995-09-01,senior,triple jump,21,M,0
17.15,-0.3,Brian WELLMAN,1967-09-08,BER,Madrid (ESP),1996-06-12,senior,triple jump,28,M,0
17.15,+0.3,Aliecer URRUTIA,1974-09-22,CUB,Madrid (ESP),1996-06-12,senior,triple jump,21,M,0
17.15,+0.3,Vasiliy SOKOV,1968-04-07,RUS,St. Petersburg (RUS),1996-07-04,senior,triple jump,28,M,0
17.15,0.0,Jonathan EDWARDS,1966-05-10,GBR,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-02-27,senior,triple jump,31,M,1
17.15,0.0,Charles Michael FRIEDEK,1971-08-26,GER,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-03-01,senior,triple jump,26,M,1
17.15,+2.2,Brian WELLMAN,1967-09-08,BER,"Flagstaff, AZ (USA)",1998-07-09,senior,triple jump,30,M,0
17.15,+0.2,Denis KAPUSTIN,1970-10-05,RUS,"Olympiastadion, Berlin (GER)",1998-09-01,senior,triple jump,27,M,0
17.15,0.0,Zsolt CZINGLER,1971-04-26,HUN,Budapest (HUN) (i),1999-02-05,senior,triple jump,27,M,1
17.15,+2.1,LaMark CARTER,1970-08-23,USA,"Eugene, OR (USA)",1999-06-24,senior,triple jump,28,M,0
17.15,0.0,Denis KAPUSTIN,1970-10-05,RUS,Gateshead (GBR),1999-06-27,senior,triple jump,28,M,0
17.15,+1.3,LaMark CARTER,1970-08-23,USA,"Baton Rouge, LA (USA)",2001-05-18,senior,triple jump,30,M,0
17.15,+1.6,Arius FILET,1977-12-17,FRA,Ottawa (CAN),2001-07-23,senior,triple jump,23,M,0
17.15,+0.7,Onochie ACHIKE,1975-01-31,GBR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-04,senior,triple jump,26,M,0
17.15,+0.2,Fabrizio DONATO,1976-08-14,ITA,"Olympiastadion, München (GER)",2002-08-08,senior,triple jump,25,M,0
17.15,0.0,Christian OLSSON,1980-01-25,SWE,Glasgow (GBR) (i),2003-02-02,senior,triple jump,23,M,1
17.15,+1.3,Ibrahim Mohamed ABOUBAKER,1982-12-10,QAT,Doha (QAT),2004-04-20,senior,triple jump,21,M,0
17.15,+0.2,Marian OPREA,1982-06-06,ROU,Torino (ITA),2004-06-04,senior,triple jump,21,M,0
17.15,0.0,Jadel GREGÓRIO,1980-09-16,BRA,Stockholm (SWE),2004-07-27,senior,triple jump,23,M,0
17.15,0.0,Momchil KARAILIEV,1982-05-21,BUL,"Palacio de Deportes, Madrid (ESP) (i)",2005-03-04,senior,triple jump,22,M,1
17.15,+0.6,Yanxi LI,1984-06-26,CHN,"Eugene, OR (USA)",2005-06-04,senior,triple jump,20,M,0
17.15,+6.7,Dmitrij VAĽUKEVIČ,1981-05-31,SVK,Bratislava (SVK),2005-06-18,senior,triple jump,24,M,0
17.15,+0.4,Walter DAVIS,1979-07-02,USA,"Carson, CA (USA)",2005-06-25,senior,triple jump,25,M,0
17.15,+1.7,Viktor YASTREBOV,1982-01-13,UKR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2005-07-05,senior,triple jump,23,M,0
17.15,+1.9,Nelson ÉVORA,1984-04-20,POR,Norrtälje (SWE),2006-07-03,senior,triple jump,22,M,0
17.15,+0.7,Jadel GREGÓRIO,1980-09-16,BRA,Rethymno (GRE),2006-07-21,senior,triple jump,25,M,0
17.15,0.0,Aleksandr SERGEYEV,1983-07-29,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2007-03-03,senior,triple jump,23,M,1
17.15,+2.6,Alexis COPELLO,1985-08-12,CUB,La Habana (CUB),2007-05-26,senior,triple jump,21,M,0
17.15,+0.6,Randy LEWIS,1978-11-15,GRN,"Mangueirão, Belém (BRA)",2008-05-25,senior,triple jump,29,M,0
17.15,+0.4,Jadel GREGÓRIO,1980-09-16,BRA,"National Stadium, Beijing (CHN)",2008-08-18,senior,triple jump,27,M,0
17.15,0.0,Igor SPASOVKHODSKIY,1979-08-01,RUS,"Oval Lingotto, Torino (ITA) (i)",2009-03-07,senior,triple jump,29,M,1
17.15,+1.4,Héctor Dairon FUENTES,1988-05-19,CUB,La Habana (CUB),2009-03-13,senior,triple jump,20,M,0
17.15,+1.5,Nelson ÉVORA,1984-04-20,POR,Lisboa (POR),2009-07-12,senior,triple jump,25,M,0
17.15,-0.2,David GIRAT,1984-08-26,CUB,"Olympiastadion, Berlin (GER)",2009-08-16,senior,triple jump,24,M,0
17.15,+0.4,Yoandri BETANZOS,1982-02-15,CUB,La Habana (CUB),2010-05-23,senior,triple jump,28,M,0
17.15,+1.7,David GIRAT,1984-08-26,CUB,Torino (ITA),2010-06-12,senior,triple jump,25,M,0
17.15,+1.5,Alexis COPELLO,1985-08-12,CUB,Bilbao (ESP),2010-06-19,senior,triple jump,24,M,0
17.15,+1.4,Christian TAYLOR,1990-06-18,USA,"Athens, GA (USA)",2011-05-15,senior,triple jump,20,M,0
17.15,+1.6,Teddy TAMGHO,1989-06-15,FRA,Bondoufle (FRA),2011-05-22,senior,triple jump,21,M,0
17.15,-0.2,Pedro PICHARDO,1993-06-30,CUB,Turku (FIN),2013-06-16,senior,triple jump,19,M,0
17.15,+2.2,Omar CRADDOCK,1991-04-26,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-20,senior,triple jump,22,M,0
17.15,0.0,Chris CARTER,1989-03-11,USA,"Albuquerque, NM (USA) (i)",2014-02-23,senior,triple jump,24,M,1
17.15,+0.2,Christian TAYLOR,1990-06-18,USA,"Bislett Stadion, Oslo (NOR)",2014-06-11,senior,triple jump,23,M,0
17.15,-0.4,Alexis COPELLO,1985-08-12,CUB,"Stadio Olimpico, Roma (ITA)",2015-06-04,senior,triple jump,29,M,0
17.15,+3.8,Leslie CAESAR,1997-01-14,CUB,La Habana (CUB),2016-02-13,senior,triple jump,19,M,0
17.15,+1.2,Omar CRADDOCK,1991-04-26,USA,"Hayward Field, Eugene, OR (USA)",2016-05-28,senior,triple jump,25,M,0
17.15,NWI,Lyukman ADAMS,1988-09-24,RUS,Yerino (RUS),2016-06-12,senior,triple jump,27,M,0
17.15,+1.8,Teddy TAMGHO,1989-06-15,FRA,Angers (FRA),2016-06-25,senior,triple jump,27,M,0
17.15,-0.2,Chris BENARD,1990-04-09,USA,Baie Mahault (FRA),2017-05-17,senior,triple jump,27,M,0
17.15,0.0,Nazim BABAYEV,1997-10-08,AZE,Baku (AZE),2017-05-17,senior,triple jump,19,M,0
17.15,+0.3,Christian TAYLOR,1990-06-18,USA,"Olympic Stadium, London (GBR)",2017-08-07,senior,triple jump,27,M,0
17.15,0.0,Chris CARTER,1989-03-11,USA,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-03,senior,triple jump,28,M,1
17.15,-0.2,Christian TAYLOR,1990-06-18,USA,"Long Beach, CA (USA)",2018-04-21,senior,triple jump,27,M,0
17.15,-0.8,Omar CRADDOCK,1991-04-26,USA,"Long Beach, CA (USA)",2018-04-21,senior,triple jump,26,M,0
17.15,-0.7,Aleksandr YURCHENKO,1992-07-30,RUS,Zhukovskiy (RUS),2018-07-12,senior,triple jump,25,M,0
17.15,-0.4,Jordan A. DÍAZ FORTUN,2001-02-23,CUB,"Ratinan Stadion, Tampere (FIN)",2018-07-14,senior,triple jump,17,M,0
17.15,+1.0,Almir DOS SANTOS,1993-09-04,BRA,La Chaux-de-Fonds (SUI),2019-06-30,senior,triple jump,25,M,0
17.15,0.0,Nazim BABAYEV,1997-10-08,AZE,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,senior,triple jump,22,M,1
17.15,0.0,Yaoqing FANG,1996-04-20,CHN,Chengdu (CHN) (i),2021-03-13,senior,triple jump,24,M,1
17.15,+2.0,Chris BENARD,1990-04-09,USA,"CVEATC, Chula Vista, CA (USA)",2021-04-25,senior,triple jump,31,M,0
17.15,+1.5,Will CLAYE,1991-06-13,USA,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,senior,triple jump,29,M,0
17.15,-0.1,Hugues Fabrice ZANGO,1993-06-25,BUR,"Hayward Field, Eugene, OR (USA)",2022-07-21,senior,triple jump,29,M,0
17.15,-0.5,Yaming ZHU,1994-05-04,CHN,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-21,senior,triple jump,29,M,0
17.15,0.0,Hugues Fabrice ZANGO,1993-06-25,BUR,"Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i)",2024-01-28,senior,triple jump,30,M,1
17.15,0.0,Hugues Fabrice ZANGO,1993-06-25,BUR,"Sports Training Center, Nanjing (CHN) (i)",2025-03-21,senior,triple jump,31,M,1
