Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.0,Tia HELLEBAUT,1978-02-16,BEL,"Boudewijnstadion, Bruxelles (BEL)",2008-09-05,senior,high jump,30,F,0
2.0,Chaunte LOWE,1984-01-12,USA,Rieti (ITA),2008-09-07,senior,high jump,24,F,0
2.0,Chaunte LOWE,1984-01-12,USA,Zagreb (CRO),2008-09-09,senior,high jump,24,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Hanau (GER) (i),2009-01-18,senior,high jump,25,F,1
2.0,Ariane FRIEDRICH,1984-01-10,GER,Hustopeče (CZE) (i),2009-01-24,senior,high jump,25,F,1
2.0,Viktoriya SLIVKA-KLYUGINA,1980-09-28,RUS,Arnstadt (GER) (i),2009-02-07,senior,high jump,28,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Banská Bystrica (SVK) (i),2009-02-11,senior,high jump,25,F,1
2.0,Ariane FRIEDRICH,1984-01-10,GER,Leipzig (GER) (i),2009-02-22,senior,high jump,25,F,1
2.0,Ariane FRIEDRICH,1984-01-10,GER,Weinheim (GER) (i),2009-02-28,senior,high jump,25,F,1
2.0,Ariane FRIEDRICH,1984-01-10,GER,Baunatal (GER),2009-06-05,senior,high jump,25,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Ostrava (CZE),2009-06-17,senior,high jump,25,F,0
2.0,Ruth BEITIA,1979-04-01,ESP,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2009-06-21,senior,high jump,30,F,0
2.0,Antonietta DI MARTINO,1978-06-01,ITA,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2009-06-21,senior,high jump,31,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Bislett Stadion, Oslo (NOR)",2009-07-03,senior,high jump,25,F,0
2.0,Antonietta DI MARTINO,1978-06-01,ITA,"Stadio Olimpico, Roma (ITA)",2009-07-10,senior,high jump,31,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Beograd (SRB),2009-07-12,senior,high jump,25,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Boudewijnstadion, Bruxelles (BEL)",2009-09-04,senior,high jump,25,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Karlsruhe (GER) (i),2010-01-31,senior,high jump,26,F,1
2.0,Svetlana SHKOLINA,1986-03-09,RUS,Arnstadt (GER) (i),2010-02-06,senior,high jump,23,F,1
2.0,Ruth BEITIA,1979-04-01,ESP,Santander (ESP) (i),2010-02-20,senior,high jump,30,F,1
2.0,Meike KRÖGER,1986-07-21,GER,Karlsruhe (GER) (i),2010-02-28,senior,high jump,23,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Aspire Dome, Doha (QAT) (i)",2010-03-13,senior,high jump,26,F,1
2.0,Chaunte LOWE,1984-01-12,USA,Kingston (JAM),2010-05-01,senior,high jump,26,F,0
2.0,Antonietta DI MARTINO,1978-06-01,ITA,"Fana Stadion, Bergen (NOR)",2010-06-20,senior,high jump,32,F,0
2.0,Chaunte LOWE,1984-01-12,USA,"Moratalaz, Madrid (ESP)",2010-07-02,senior,high jump,26,F,0
2.0,Chaunte LOWE,1984-01-12,USA,Barcelona (ESP),2010-07-09,senior,high jump,26,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Barcelona (ESP),2010-07-09,senior,high jump,26,F,0
2.0,Chaunte LOWE,1984-01-12,USA,"Stade de France, Paris-St-Denis (FRA)",2010-07-16,senior,high jump,26,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Braunschweig (GER),2010-07-17,senior,high jump,26,F,0
2.0,Ruth BEITIA,1979-04-01,ESP,Avilés (ESP),2010-07-18,senior,high jump,31,F,0
2.0,Chaunte LOWE,1984-01-12,USA,"Olympiastadion, Stockholm (SWE)",2010-08-06,senior,high jump,26,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Boudewijnstadion, Bruxelles (BEL)",2010-08-27,senior,high jump,26,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Eberstadt (GER),2010-08-29,senior,high jump,26,F,0
2.0,Ariane FRIEDRICH,1984-01-10,GER,Annecy (FRA),2010-09-11,senior,high jump,26,F,0
2.0,Svetlana SHKOLINA,1986-03-09,RUS,Banská Bystrica (SVK) (i),2011-02-09,senior,high jump,24,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Split (CRO),2011-06-24,senior,high jump,27,F,0
2.0,Antonietta DI MARTINO,1978-06-01,ITA,Málaga (ESP),2011-08-07,senior,high jump,33,F,0
2.0,Antonietta DI MARTINO,1978-06-01,ITA,"DS, Daegu (KOR)",2011-09-03,senior,high jump,33,F,0
2.0,Anna CHICHEROVA,1982-07-22,RUS,"Sports Park Mladost, Zagreb (CRO)",2011-09-13,senior,high jump,29,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Sports Park Mladost, Zagreb (CRO)",2011-09-13,senior,high jump,27,F,0
2.0,Anna CHICHEROVA,1982-07-22,RUS,Chelyabinsk (RUS) (i),2012-01-09,senior,high jump,29,F,1
2.0,Anna CHICHEROVA,1982-07-22,RUS,Antwerpen (BEL) (i),2012-01-28,senior,high jump,29,F,1
2.0,Anna CHICHEROVA,1982-07-22,RUS,Banská Bystrica (SVK) (i),2012-02-08,senior,high jump,29,F,1
2.0,Anna CHICHEROVA,1982-07-22,RUS,Stockholm (SWE) (i),2012-02-23,senior,high jump,29,F,1
2.0,Chaunte LOWE,1984-01-12,USA,"Auburn, AL (USA)",2012-04-21,senior,high jump,28,F,0
2.0,Svetlana SHKOLINA,1986-03-09,RUS,"Hayward Field, Eugene, OR (USA)",2012-06-02,senior,high jump,26,F,0
2.0,Chaunte LOWE,1984-01-12,USA,"Crystal Palace, London (GBR)",2012-07-13,senior,high jump,28,F,0
2.0,Ruth BEITIA,1979-04-01,ESP,Santander (ESP),2012-07-25,senior,high jump,33,F,0
2.0,Ruth BEITIA,1979-04-01,ESP,"Olympic Stadium, London (GBR)",2012-08-11,senior,high jump,33,F,0
2.0,Anna CHICHEROVA,1982-07-22,RUS,"Olympiastadion, Stockholm (SWE)",2012-08-17,senior,high jump,30,F,0
2.0,Alessia TROST,1993-03-08,ITA,Třinec (CZE) (i),2013-01-29,senior,high jump,19,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Bühl (GER),2013-06-21,senior,high jump,29,F,0
2.0,Brigetta BARRETT,1990-12-24,USA,"Luzhniki Stadion, Moskva (RUS)",2013-08-17,senior,high jump,22,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,Chelyabinsk (RUS) (i),2014-01-16,senior,high jump,21,F,1
2.0,Kamila LIĆWINKO,1986-03-22,POL,Arnstadt (GER) (i),2014-02-08,senior,high jump,27,F,1
2.0,Kamila LIĆWINKO,1986-03-22,POL,Sopot (POL) (i),2014-02-22,senior,high jump,27,F,1
2.0,Ruth BEITIA,1979-04-01,ESP,Sabadell (ESP) (i),2014-02-22,senior,high jump,34,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,Praha (CZE) (i),2014-02-25,senior,high jump,30,F,1
2.0,Kamila LIĆWINKO,1986-03-22,POL,"Ergo Arena, Sopot (POL) (i)",2014-03-08,senior,high jump,27,F,1
2.0,Mariya KUCHINA,1993-01-14,RUS,"Ergo Arena, Sopot (POL) (i)",2014-03-08,senior,high jump,21,F,1
2.0,Ruth BEITIA,1979-04-01,ESP,"Ergo Arena, Sopot (POL) (i)",2014-03-08,senior,high jump,34,F,1
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,"Stade de France, Paris-St-Denis (FRA)",2014-07-05,senior,high jump,30,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,"Stade de France, Paris-St-Denis (FRA)",2014-07-05,senior,high jump,21,F,0
2.0,Blanka VLAŠIĆ,1983-11-08,CRO,London (GBR),2014-07-20,senior,high jump,30,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,"Letzigrund, Zürich (SUI)",2014-08-28,senior,high jump,21,F,0
2.0,Kamila LIĆWINKO,1986-03-22,POL,Cottbus (GER) (i),2015-01-27,senior,high jump,28,F,1
2.0,Ruth BEITIA,1979-04-01,ESP,"Stadio Olimpico, Roma (ITA)",2015-06-04,senior,high jump,36,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,"Stade Louis II, Monaco (MON)",2015-07-17,senior,high jump,22,F,0
2.0,Anna CHICHEROVA,1982-07-22,RUS,Cheboksary (RUS),2015-08-03,senior,high jump,33,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,"Sports Park Mladost, Zagreb (CRO)",2015-09-08,senior,high jump,22,F,0
2.0,Marie-Laurence JUNGFLEISCH,1990-10-07,GER,Eberstadt (GER),2016-07-16,senior,high jump,25,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,Zhukovskiy (RUS),2016-07-21,senior,high jump,23,F,0
2.0,Mariya KUCHINA,1993-01-14,RUS,Moskva (RUS) (i),2017-01-18,senior,high jump,24,F,1
2.0,Airinė PALŠYTĖ,1992-07-13,LTU,Vilnius (LTU) (i),2017-01-28,senior,high jump,24,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,Opole (POL),2017-06-04,senior,high jump,24,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Stadio Olimpico, Roma (ITA)",2017-06-08,senior,high jump,24,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Olympiastadion, Stockholm (SWE)",2017-06-18,senior,high jump,24,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Zhukovskiy (RUS),2017-06-24,senior,high jump,24,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Olympic Stadium, London (GBR)",2017-07-09,senior,high jump,24,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Padova (ITA),2017-07-16,senior,high jump,24,F,0
2.0,Marie-Laurence JUNGFLEISCH,1990-10-07,GER,Eberstadt (GER),2017-08-26,senior,high jump,26,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Minsk (BLR) (i),2017-12-23,senior,high jump,24,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Gallur, Madrid (ESP) (i)",2018-02-08,senior,high jump,25,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Arena, Toruń (POL) (i)",2018-02-15,senior,high jump,25,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Olympiastadion, Stockholm (SWE)",2018-06-10,senior,high jump,25,F,0
2.0,Mirela DEMIREVA,1989-09-28,BUL,"Olympiastadion, Stockholm (SWE)",2018-06-10,senior,high jump,28,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Kazan (RUS),2018-07-19,senior,high jump,25,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Olympiastadion, Berlin (GER)",2018-08-10,senior,high jump,25,F,0
2.0,Mirela DEMIREVA,1989-09-28,BUL,"Olympiastadion, Berlin (GER)",2018-08-10,senior,high jump,28,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Ostrava (CZE),2018-09-09,senior,high jump,25,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Minsk (BLR) (i),2018-12-22,senior,high jump,25,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,Moskva (RUS) (i),2019-01-25,senior,high jump,26,F,1
2.0,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2019-02-03,senior,high jump,36,F,1
2.0,Mariya LASITSKENE,1993-01-14,ANA,Banská Bystrica (SVK) (i),2019-02-09,senior,high jump,26,F,1
2.0,Yuliia LEVCHENKO,1997-11-28,UKR,Eaubonne (FRA) (i),2019-02-12,senior,high jump,21,F,1
2.0,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS),2019-06-11,senior,high jump,36,F,0
2.0,Vashti CUNNINGHAM,1998-01-18,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",2019-06-30,senior,high jump,21,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Cobb Track and Angell Field, Palo Alto, CA (USA)",2019-06-30,senior,high jump,17,F,0
2.0,Karyna TARANDA,1999-02-10,BLR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,senior,high jump,20,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Stade Louis II, Monaco (MON)",2019-07-12,senior,high jump,26,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,Cheboksary (RUS),2019-07-24,senior,high jump,26,F,0
2.0,Yuliia LEVCHENKO,1997-11-28,UKR,Lutsk (UKR),2019-08-23,senior,high jump,21,F,0
2.0,Vashti CUNNINGHAM,1998-01-18,USA,"Khalifa International Stadium, Doha (QAT)",2019-09-30,senior,high jump,21,F,0
2.0,Yuliia LEVCHENKO,1997-11-28,UKR,"Khalifa International Stadium, Doha (QAT)",2019-09-30,senior,high jump,21,F,0
2.0,Mariya LASITSKENE,1993-01-14,RUS,"LFK CSKA, Moskva (RUS) (i)",2020-02-25,senior,high jump,27,F,1
2.0,Yuliia LEVCHENKO,1997-11-28,UKR,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2020-08-19,senior,high jump,22,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Olympiastadion, Stockholm (SWE)",2020-08-23,senior,high jump,18,F,0
2.0,Mariya LASITSKENE,1993-01-14,RUS,"Salyut Geraklion Arena, Moskva (RUS) (i)",2021-01-24,senior,high jump,28,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Palaindoor O. Bernes, Udine (ITA) (i)",2021-01-27,senior,high jump,19,F,1
2.0,Vashti CUNNINGHAM,1998-01-18,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2021-02-07,senior,high jump,23,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"SumDU Arena, Sumy (UKR) (i)",2021-02-11,senior,high jump,19,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Arena, Toruń (POL) (i)",2021-03-07,senior,high jump,19,F,1
2.0,Nicola MCDERMOTT,1996-12-28,AUS,"SOPAC, Sydney (AUS)",2021-04-18,senior,high jump,24,F,0
2.0,Nadezhda DUBOVITSKAYA,1998-03-12,KAZ,"Central Stadium, Almaty (KAZ)",2021-06-08,senior,high jump,23,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Avangard Stadium, Lutsk (UKR)",2021-06-19,senior,high jump,19,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Kadrioru staadion, Tallinn (EST)",2021-07-10,senior,high jump,19,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Keskusurheilukenttä, Joensuu (FIN)",2021-07-14,senior,high jump,28,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"National Stadium, Tokyo (JPN)",2021-08-07,senior,high jump,19,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,senior,high jump,28,F,0
2.0,Nicola MCDERMOTT,1996-12-28,AUS,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,senior,high jump,24,F,0
2.0,Eleanor PATTERSON,1996-05-22,AUS,"Štark Arena, Beograd (SRB) (i)",2022-03-19,senior,high jump,25,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Hayward Field, Eugene, OR (USA)",2022-05-27,senior,high jump,20,F,0
2.0,Elena VALLORTIGARA,1991-09-21,ITA,"Hayward Field, Eugene, OR (USA)",2022-07-19,senior,high jump,30,F,0
2.0,Iryna GERASHCHENKO,1995-03-10,UKR,"Hayward Field, Eugene, OR (USA)",2022-07-19,senior,high jump,27,F,0
2.0,Mariya LASITSKENE,1993-01-14,ANA,"Olympic Stadium, Cheboksary (RUS)",2022-08-03,senior,high jump,29,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Arena LDUFK, Lviv (UKR) (i)",2023-01-14,senior,high jump,21,F,1
2.0,Vashti CUNNINGHAM,1998-01-18,USA,"Convention Center, Albuquerque, NM (USA) (i)",2023-02-17,senior,high jump,25,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2023-05-13,senior,high jump,21,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"FBK Stadium, Hengelo (NED)",2023-06-04,senior,high jump,21,F,0
2.0,Nicola OLYSLAGERS,1996-12-28,AUS,"Stade Charléty, Paris (FRA)",2023-06-09,senior,high jump,26,F,0
2.0,Iryna GERASHCHENKO,1995-03-10,UKR,"Place de l'Europe, Lausanne (SUI)",2023-06-29,senior,high jump,28,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Boudewijnstadion, Bruxelles (BEL)",2023-09-08,senior,high jump,21,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,senior,high jump,22,F,1
2.0,Lamara DISTIN,2000-03-03,JAM,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2024-02-24,senior,high jump,23,F,1
2.0,Natalya SPIRIDONOVA,2002-07-31,RUS,"LFK CSKA, Moskva (RUS) (i)",2024-02-25,senior,high jump,21,F,1
2.0,Rachel GLENN,2002-04-17,USA,"The Track at New Balance, Boston, MA (USA) (i)",2024-03-09,senior,high jump,21,F,1
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Olympiastadion, Stockholm (SWE)",2024-06-02,senior,high jump,22,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Stade de France, Paris (FRA)",2024-08-04,senior,high jump,22,F,0
2.0,Nicola OLYSLAGERS,1996-12-28,AUS,"Stade de France, Paris (FRA)",2024-08-04,senior,high jump,27,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,senior,high jump,23,F,0
2.0,Nicola OLYSLAGERS,1996-12-28,AUS,"Stade Charléty, Paris (FRA)",2025-06-20,senior,high jump,28,F,0
2.0,Nicola OLYSLAGERS,1996-12-28,AUS,"Nákupní centrum Olympia, Brno (CZE)",2025-06-24,senior,high jump,28,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Estadio Vallehermoso, Madrid (ESP)",2025-06-29,senior,high jump,23,F,0
2.0,Mariya KOCHANOVA,2002-05-30,RUS,"Regional Sport Complex, Brest (BLR)",2025-07-13,senior,high jump,23,F,0
2.0,Christina HONSEL,1997-07-07,GER,"Marktplatz, Heilbronn (GER)",2025-08-09,senior,high jump,28,F,0
2.0,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Stadion Śląski, Chorzów (POL)",2025-08-15,senior,high jump,23,F,0
2.0,Morgan LAKE,1997-05-12,GBR,"Sechseläutenplatz, Zürich (SUI)",2025-08-27,senior,high jump,28,F,0
2.0,Yuliia LEVCHENKO,1997-11-28,UKR,"Sechseläutenplatz, Zürich (SUI)",2025-08-27,senior,high jump,27,F,0
2.0,Nicola OLYSLAGERS,1996-12-28,AUS,"National Stadium, Tokyo (JPN)",2025-09-21,senior,high jump,28,F,0
2.0,Maria ŻODZIK,1997-01-19,POL,"National Stadium, Tokyo (JPN)",2025-09-21,senior,high jump,28,F,0
1.99,Rosemarie ACKERMANN,1952-04-04,GDR,"Stadion Evžena Rošického, Praha (TCH)",1978-08-31,senior,high jump,26,F,0
1.99,Rosemarie ACKERMANN,1952-04-04,GDR,Torino (ITA),1979-08-05,senior,high jump,27,F,0
1.99,Debbie BRILL,1953-03-10,CAN,Edmonton (CAN) (i),1982-01-23,senior,high jump,28,F,1
1.99,Ulrike MEYFARTH,1956-05-04,FRG,"Palazzo dello Sport, Milano (ITA) (i)",1982-03-07,senior,high jump,25,F,1
1.99,Andrea BIENIAS,1959-11-11,GDR,"Palazzo dello Sport, Milano (ITA) (i)",1982-03-07,senior,high jump,22,F,1
1.99,Katalin STERK,1961-09-30,HUN,"Palazzo dello Sport, Milano (ITA) (i)",1982-03-07,senior,high jump,20,F,1
1.99,Ulrike MEYFARTH,1956-05-04,FRG,"Olympiastadion, Helsinki (FIN)",1983-08-09,senior,high jump,27,F,0
1.99,Kerstin BRANDT,1961-12-09,GDR,London (GBR),1983-08-21,senior,high jump,21,F,0
1.99,Louise RITTER,1958-02-18,USA,Rieti (ITA),1983-09-04,senior,high jump,25,F,0
1.99,Silvia COSTA,1964-05-04,CUB,Verona (ITA),1984-06-01,senior,high jump,20,F,0
1.99,Lyudmila ANDONOVA,1960-05-06,BUL,Wörrstadt (GER),1984-06-09,senior,high jump,24,F,0
1.99,Charmaine WEAVERS,1964-02-27,RSA,Johannesburg (RSA),1986-04-18,senior,high jump,22,F,0
1.99,Silvia COSTA,1964-05-04,CUB,Tokyo (JPN),1986-05-11,senior,high jump,22,F,0
1.99,Susanne BEYER,1961-06-24,GDR,"Stadio Olimpico, Roma (ITA)",1987-08-30,senior,high jump,26,F,0
1.99,Stefka KOSTADINOVA,1965-03-25,BUL,Bruxelles (BEL),1987-09-11,senior,high jump,22,F,0
1.99,Gabriele GÜNZ,1961-09-08,GDR,Schwedt (GDR) (i),1988-01-23,senior,high jump,26,F,1
1.99,Louise RITTER,1958-02-18,USA,"Indianapolis, IN (USA)",1988-07-23,senior,high jump,30,F,0
1.99,Tamara BYKOVA,1958-12-21,URS,"Olympic Stadium, Seoul (KOR)",1988-09-30,senior,high jump,29,F,0
1.99,Heike HENKEL,1964-05-05,FRG,"Poljud Stadion, Split (CRO)",1990-08-31,senior,high jump,26,F,0
1.99,Heike HENKEL,1964-05-05,GER,Arnstadt (GER) (i),1991-02-22,senior,high jump,26,F,1
1.99,Yelena GULYAYEVA,1967-08-14,URS,Moskva (URS),1991-06-09,senior,high jump,23,F,0
1.99,Inga BABAKOVA,1967-06-27,URS,Moskva (URS),1991-06-09,senior,high jump,23,F,0
1.99,Inga BABAKOVA,1967-06-27,URS,Köln (GER),1991-09-08,senior,high jump,24,F,0
1.99,Heike HENKEL,1964-05-05,GER,Koblenz (GER),1991-09-11,senior,high jump,27,F,0
1.99,Heike HENKEL,1964-05-05,GER,Wuppertal (GER) (i),1993-02-05,senior,high jump,28,F,1
1.99,Alina ASTAFEI,1969-06-07,ROU,Berlin (GER) (i),1993-03-05,senior,high jump,23,F,1
1.99,Heike HENKEL,1964-05-05,GER,Berlin (GER) (i),1993-03-05,senior,high jump,28,F,1
1.99,Heike HENKEL,1964-05-05,GER,Rehlingen (GER),1993-05-31,senior,high jump,29,F,0
1.99,Alina ASTAFEI,1969-06-07,ROU,Hengelo (NED),1993-06-20,senior,high jump,24,F,0
1.99,Ioamnet QUINTERO,1972-09-08,CUB,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,senior,high jump,20,F,0
1.99,Ioamnet QUINTERO,1972-09-08,CUB,Stuttgart (GER),1993-08-31,senior,high jump,20,F,0
1.99,Yelena TOPCHINA,1966-09-28,RUS,Rieti (ITA),1993-09-05,senior,high jump,26,F,0
1.99,Stefka KOSTADINOVA,1965-03-25,BUL,Rieti (ITA),1993-09-05,senior,high jump,28,F,0
1.99,Alina ASTAFEI,1969-06-07,ROU,Wuppertal (GER) (i),1995-02-03,senior,high jump,25,F,1
1.99,Yelena GULYAYEVA,1967-08-14,RUS,Berlin (GER) (i),1995-03-03,senior,high jump,27,F,1
1.99,Inga BABAKOVA,1967-06-27,UKR,Berlin (GER) (i),1995-03-03,senior,high jump,27,F,1
1.99,Britta BILAČ,1968-12-04,SLO,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,26,F,1
1.99,Heike HENKEL,1964-05-05,GER,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,30,F,1
1.99,Yelena GULYAYEVA,1967-08-14,RUS,São Paulo (BRA),1995-05-14,senior,high jump,27,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,Paris (FRA),1995-07-03,senior,high jump,28,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,Stockholm (SWE),1995-07-10,senior,high jump,28,F,0
1.99,Alina ASTAFEI,1969-06-07,GER,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,26,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,28,F,0
1.99,Tisha WALLER,1970-12-01,USA,"Atlanta, GA (USA) (i)",1996-03-02,senior,high jump,25,F,1
1.99,Yelena GULYAYEVA,1967-08-14,RUS,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,28,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,Osaka (JPN),1997-05-10,senior,high jump,29,F,0
1.99,Monica IAGĂR DINESCU,1973-04-02,ROU,Bucureşti (ROU),1997-06-14,senior,high jump,24,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,Paris (FRA),1997-06-25,senior,high jump,29,F,0
1.99,Hanne HAUGLAND,1967-12-14,NOR,"Olympic Stadium, Athina (GRE)",1997-08-10,senior,high jump,29,F,0
1.99,Yuliya LYAKHOVA,1977-07-08,RUS,Fukuoka (JPN),1997-09-13,senior,high jump,20,F,0
1.99,Khristina KALCHEVA,1977-05-29,BUL,Sofia (BUL),1998-05-16,senior,high jump,20,F,0
1.99,Khristina KALCHEVA,1977-05-29,BUL,"Green Dome, Maebashi (JPN) (i)",1999-03-05,senior,high jump,21,F,1
1.99,Yelena GULYAYEVA,1967-08-14,RUS,"Stade Charléty, Paris (FRA)",1999-06-19,senior,high jump,31,F,0
1.99,Tisha WALLER,1970-12-01,USA,"Eugene, OR (USA)",1999-06-27,senior,high jump,28,F,0
1.99,Monica IAGĂR DINESCU,1973-04-02,ROU,Nice (FRA),1999-07-17,senior,high jump,26,F,0
1.99,Zuzana HLAVONOVÁ,1973-04-16,CZE,Zürich (SUI),1999-08-11,senior,high jump,26,F,0
1.99,Inga BABAKOVA,1967-06-27,UKR,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,32,F,0
1.99,Yelena YELESINA,1970-04-04,RUS,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,29,F,0
1.99,Svetlana LAPINA,1978-04-12,RUS,"La Cartuja, Sevilla (ESP)",1999-08-29,senior,high jump,21,F,0
1.99,Yelena YELESINA,1970-04-04,RUS,Yokohama (JPN),2000-09-09,senior,high jump,30,F,0
1.99,Oana MUŞUNOI-PANTELIMON,1972-09-17,ROU,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,28,F,0
1.99,Kajsa BERGQVIST,1976-10-12,SWE,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,23,F,0
1.99,Kajsa BERGQVIST,1976-10-12,SWE,Stockholm (SWE) (i),2001-02-15,senior,high jump,24,F,1
1.99,Kajsa BERGQVIST,1976-10-12,SWE,"Stade Louis II, Monaco (MON)",2001-07-20,senior,high jump,24,F,0
1.99,Hestrie CLOETE,1978-08-26,RSA,"Crystal Palace, London (GBR)",2001-07-22,senior,high jump,22,F,0
1.99,Vita PALAMAR,1977-10-12,UKR,"Letzigrund, Zürich (SUI)",2001-08-17,senior,high jump,23,F,0
1.99,Vita PALAMAR,1977-10-12,UKR,Bruxelles (BEL),2001-08-24,senior,high jump,23,F,0
1.99,Hestrie CLOETE,1978-08-26,RSA,Bruxelles (BEL),2001-08-24,senior,high jump,22,F,0
1.99,Marina KUPTSOVA,1981-12-22,RUS,Tula (RUS),2002-06-09,senior,high jump,20,F,0
