Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
8.38,+0.4,Konstantin SEMYKIN,1960-05-26,URS,Moskva (URS),1984-08-17,senior,long jump,24,M,0
8.38,+2.3,Robert EMMIYAN,1965-02-16,URS,Oslo (NOR),1985-07-17,senior,long jump,20,M,0
8.38,+1.9,Robert EMMIYAN,1965-02-16,URS,Tallinn (EST),1986-06-21,senior,long jump,21,M,0
8.38,-0.2,Robert EMMIYAN,1965-02-16,URS,Praha (TCH),1987-06-27,senior,long jump,22,M,0
8.38,0.0,Larry MYRICKS,1956-03-10,USA,Rhede (GER),1987-07-03,senior,long jump,31,M,0
8.38,0.0,Larry MYRICKS,1956-03-10,USA,Karlsruhe (GER) (i),1988-02-07,senior,long jump,31,M,1
8.38,-0.4,Larry MYRICKS,1956-03-10,USA,"Letzigrund, Zürich (SUI)",1988-08-17,senior,long jump,32,M,0
8.38,+2.6,Mike POWELL,1963-11-10,USA,"Walnut, CA (USA)",1989-04-22,senior,long jump,25,M,0
8.38,+0.5,Larry MYRICKS,1956-03-10,USA,"Westwood, CA (USA)",1989-06-10,senior,long jump,33,M,0
8.38,0.0,Carl LEWIS,1961-07-01,USA,"Olympiastadion, Berlin (GER)",1989-08-18,senior,long jump,28,M,0
8.38,+1.4,Carl LEWIS,1961-07-01,USA,"Seattle, WA (USA)",1990-07-25,senior,long jump,29,M,0
8.38,-0.1,Joe GREENE,1967-02-17,USA,"Eugene, OR (USA)",1992-06-06,senior,long jump,25,M,0
8.38,+0.1,Roland MCGHEE,1971-10-15,USA,"Columbus, OH (USA)",1993-05-09,senior,long jump,21,M,0
8.38,+3.3,Erick WALDER,1971-11-05,USA,"Knoxville, TN (USA)",1993-05-15,senior,long jump,21,M,0
8.38,+0.3,Mike POWELL,1963-11-10,USA,Stockholm (SWE),1993-07-05,senior,long jump,29,M,0
8.38,+1.4,Mike POWELL,1963-11-10,USA,Paris-St-Denis (FRA),1994-06-10,senior,long jump,30,M,0
8.38,+1.1,Huang GENG,1970-07-10,CHN,Taiyuan (CHN),1995-05-18,senior,long jump,24,M,0
8.38,0.0,Iván PEDROSO,1972-12-17,CUB,La Habana (CUB),1995-06-30,senior,long jump,22,M,0
8.38,+1.5,Erick WALDER,1971-11-05,USA,"Indianapolis, IN (USA)",1997-06-15,senior,long jump,25,M,0
8.38,-0.2,Erick WALDER,1971-11-05,USA,"Olympic Stadium, Athina (GRE)",1997-08-05,senior,long jump,25,M,0
8.38,+1.1,Kirill SOSUNOV,1975-11-01,RUS,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-27,senior,long jump,22,M,0
8.38,+0.1,Erick WALDER,1971-11-05,USA,"New York, NY (USA)",1998-07-20,senior,long jump,26,M,0
8.38,0.0,Vitaliy SHKURLATOV,1979-05-25,RUS,Samara (RUS) (i),2000-01-30,senior,long jump,20,M,1
8.38,+0.6,Savanté STRINGFELLOW,1978-11-06,USA,"Orlando, FL (USA)",2001-07-22,senior,long jump,22,M,0
8.38,-1.1,Dwight PHILLIPS,1977-10-01,USA,Linz (AUT),2002-08-19,senior,long jump,24,M,0
8.38,+0.3,Dwight PHILLIPS,1977-10-01,USA,Sheffield (GBR),2005-08-21,senior,long jump,27,M,0
8.38,+0.3,Irving SALADINO,1983-01-23,PAN,Rio de Janeiro (BRA),2007-07-23,senior,long jump,24,M,0
8.38,+0.6,Yahya BERRABAH,1981-10-13,MAR,Rabat (MAR),2009-05-23,senior,long jump,27,M,0
8.38,+2.8,Mitchell WATT,1988-03-25,AUS,Madrid (ESP),2009-07-04,senior,long jump,21,M,0
8.38,+1.5,Mitchell WATT,1988-03-25,AUS,Sydney (AUS),2011-03-19,senior,long jump,22,M,0
8.38,+3.1,Irving SALADINO,1983-01-23,PAN,"FBK Stadium, Hengelo (NED)",2011-05-29,senior,long jump,28,M,0
8.38,+2.2,Christian REIF,1984-10-24,GER,Bad Langensalza (GER),2011-07-02,senior,long jump,26,M,0
8.38,+1.4,Ruswahl SAMAAI,1991-09-25,RSA,Stellenbosch (RSA),2015-04-17,senior,long jump,23,M,0
8.38,-0.2,Marquis DENDY,1992-11-17,USA,"Olympic Stadium, London (GBR)",2015-07-25,senior,long jump,22,M,0
8.38,0.0,Marquis DENDY,1992-11-17,USA,"Fayetteville, AR (USA) (i)",2016-02-12,senior,long jump,23,M,1
8.38,+0.8,Ruswahl SAMAAI,1991-09-25,RSA,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2016-05-22,senior,long jump,24,M,0
8.38,+0.2,Jeff HENDERSON,1989-02-19,USA,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,senior,long jump,27,M,0
8.38,0.0,Jarrion LAWSON,1994-05-06,USA,"Albuquerque, NM (USA) (i)",2018-02-17,senior,long jump,23,M,1
8.38,+0.1,Luvo MANYONGA,1991-01-08,RSA,Taipei City (TPE),2018-05-26,senior,long jump,27,M,0
8.38,0.0,Miltiadis TENTOGLOU,1998-03-18,GRE,"Emirates Arena, Glasgow (GBR) (i)",2019-03-03,senior,long jump,20,M,1
8.38,+0.7,Jeff HENDERSON,1989-02-19,USA,"Provo, UT (USA)",2019-04-27,senior,long jump,30,M,0
8.38,+0.1,Miltiadis TENTOGLOU,1998-03-18,GRE,"Cluj Arena, Cluj-Napoca (ROU)",2021-06-19,senior,long jump,23,M,0
8.38,+0.5,Marquis DENDY,1992-11-17,USA,"Hayward Field, Eugene, OR (USA)",2021-06-27,senior,long jump,28,M,0
8.38,+0.9,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,Castellón (ESP),2021-06-29,senior,long jump,22,M,0
8.38,0.0,Thobias MONTLER,1996-02-15,SWE,"Štark Arena, Beograd (SRB) (i)",2022-03-18,senior,long jump,26,M,1
8.38,+0.4,Miltiadis TENTOGLOU,1998-03-18,GRE,"Panthessaliko Stadium, Volos (GRE)",2023-07-09,senior,long jump,25,M,0
8.38,-0.5,Mattia FURLANI,2005-02-07,ITA,"Stadio Olimpico, Roma (ITA)",2024-06-08,senior,long jump,19,M,0
8.38,+0.1,Carey MCLEOD,1998-04-14,JAM,"National Stadium, Kingston (JAM)",2024-06-29,senior,long jump,26,M,0
8.37,+2.6,Ralph BOSTON,1939-05-09,USA,"New York, NY (USA)",1964-07-03,senior,long jump,25,M,0
8.37,+3.8,Ralph BOSTON,1939-05-09,USA,"Flagstaff, AZ (USA)",1968-09-29,senior,long jump,29,M,0
8.37,+3.5,Arnie ROBINSON,1948-04-07,USA,"Eugene, OR (USA)",1976-06-25,senior,long jump,28,M,0
8.37,+2.8,Jacques ROUSSEAU,1951-03-10,FRA,Lille (FRA),1976-06-26,senior,long jump,25,M,0
8.37,0.0,Larry MYRICKS,1956-03-10,USA,Zürich (SUI),1982-08-18,senior,long jump,26,M,0
8.37,-1.3,Carl LEWIS,1961-07-01,USA,"Olympiastadion, Helsinki (FIN)",1983-08-09,senior,long jump,22,M,0
8.37,w,Sergey RODIN,1963-05-28,URS,Moskva (URS),1984-07-06,senior,long jump,21,M,0
8.37,+0.4,Jaime JEFFERSON,1962-01-17,CUB,Moskva (URS),1984-08-17,senior,long jump,22,M,0
8.37,0.0,Carl LEWIS,1961-07-01,USA,"East Rutherford, NJ (USA) (i)",1986-02-08,senior,long jump,24,M,1
8.37,0.0,Larry MYRICKS,1956-03-10,USA,"New York, NY (USA) (i)",1986-02-14,senior,long jump,29,M,1
8.37,-0.3,Robert EMMIYAN,1965-02-16,URS,Tashkent (UZB),1986-09-19,senior,long jump,21,M,0
8.37,+3.3,Larry MYRICKS,1956-03-10,USA,"Walnut, CA (USA)",1987-04-26,senior,long jump,31,M,0
8.37,+5.1,Giovanni EVANGELISTI,1961-09-11,ITA,San Giovanni Valdarno (ITA),1988-05-21,senior,long jump,26,M,0
8.37,+0.2,Jaime JEFFERSON,1962-01-17,CUB,Ciudad de México (MEX),1988-07-22,senior,long jump,26,M,0
8.37,0.0,Larry MYRICKS,1956-03-10,USA,"Budapest Sportcsarnok, Budapest (HUN) (i)",1989-03-05,senior,long jump,32,M,1
8.37,+0.4,Leroy BURRELL,1967-02-21,USA,"Provo, UT (USA)",1989-06-02,senior,long jump,22,M,0
8.37,+1.5,Mike POWELL,1963-11-10,USA,"Westwood, CA (USA)",1989-08-06,senior,long jump,25,M,0
8.37,w,André ESTER,1965-04-27,USA,"Blaine, MN (USA)",1990-06-23,senior,long jump,25,M,0
8.37,w,Mike POWELL,1963-11-10,USA,"Walnut, CA (USA)",1991-04-20,senior,long jump,27,M,0
8.37,+0.1,Llewellyn STARKS,1967-02-10,USA,"Baton Rouge, LA (USA)",1992-04-18,senior,long jump,25,M,0
8.37,+3.6,Iván PEDROSO,1972-12-17,CUB,Alcalá de Henáres (ESP),1993-07-10,senior,long jump,20,M,0
8.37,+3.8,Larry MYRICKS,1956-03-10,USA,Sestriere (ITA),1993-07-28,senior,long jump,37,M,0
8.37,+2.1,Mike POWELL,1963-11-10,USA,"Bislett Stadion, Oslo (NOR)",1994-07-22,senior,long jump,30,M,0
8.37,-1.0,Kareem STREETE-THOMPSON,1973-03-30,USA,Bruxelles (BEL),1994-08-19,senior,long jump,21,M,0
8.37,+1.3,Joe GREENE,1967-02-17,USA,"New York, NY (USA)",1995-05-21,senior,long jump,28,M,0
8.37,+1.5,Bogdan TUDOR,1970-02-01,ROU,Bad Cannstatt (GER),1995-07-09,senior,long jump,25,M,0
8.37,+2.7,Robert HOWARD,1975-11-26,USA,"Buffalo, NY (USA)",1998-06-04,senior,long jump,22,M,0
8.37,+0.4,Iván PEDROSO,1972-12-17,CUB,"SGJ, Johannesburg (RSA)",1998-09-11,senior,long jump,25,M,0
8.37,+1.8,James BECKFORD,1975-01-09,JAM,Oristano (ITA),1998-09-14,senior,long jump,23,M,0
8.37,0.0,Iván PEDROSO,1972-12-17,CUB,Liévin (FRA) (i),1999-02-21,senior,long jump,26,M,1
8.37,+3.0,Louis TSATOUMAS,1982-02-12,GRE,Chania (GRE),2004-06-28,senior,long jump,22,M,0
8.37,+1.5,Dwight PHILLIPS,1977-10-01,USA,"Sacramento, CA (USA)",2004-07-09,senior,long jump,26,M,0
8.37,0.0,Joan Lino MARTÍNEZ,1978-01-17,ESP,"Palacio de Deportes, Madrid (ESP) (i)",2005-03-06,senior,long jump,27,M,1
8.37,+1.0,Godfrey Khotso MOKOENA,1985-03-06,RSA,Johannesburg (RSA),2005-04-23,senior,long jump,20,M,0
8.37,+5.2,Issam NIMA,1979-04-08,ALG,Bambous (MRI),2006-08-09,senior,long jump,27,M,0
8.37,+0.5,James BECKFORD,1975-01-09,JAM,Warszawa (POL),2007-06-17,senior,long jump,32,M,0
8.37,+0.5,Louis TSATOUMAS,1982-02-12,GRE,Athina (GRE),2007-06-17,senior,long jump,25,M,0
8.37,+2.4,Dwight PHILLIPS,1977-10-01,USA,Zaragoza (ESP),2007-07-28,senior,long jump,29,M,0
8.37,-0.2,Mohamed Salman AL KHUWALIDI,1981-06-19,KSA,Riyadh (KSA),2008-04-16,senior,long jump,26,M,0
8.37,-0.7,Dwight PHILLIPS,1977-10-01,USA,"Carson, CA (USA)",2009-05-16,senior,long jump,31,M,0
8.37,-0.4,Mitchell WATT,1988-03-25,AUS,"Olympiastadion, Berlin (GER)",2009-08-22,senior,long jump,21,M,0
8.37,+1.9,Dwight PHILLIPS,1977-10-01,USA,"Drake Stadium, Des Moines, IA (USA)",2010-06-27,senior,long jump,32,M,0
8.37,0.0,Yahya BERRABAH,1981-10-13,MAR,Barcelona (ESP),2011-07-22,senior,long jump,29,M,0
8.37,+1.1,Eusebio CÁCERES,1991-09-10,ESP,"Ratinan Stadion, Tampere (FIN)",2013-07-12,senior,long jump,21,M,0
8.37,+3.6,Marquise GOODWIN,1990-11-19,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25,senior,long jump,24,M,0
8.37,-0.3,Luvo MANYONGA,1991-01-08,RSA,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,senior,long jump,25,M,0
8.37,+2.8,Jarvis GOTCH,1992-03-25,USA,"Chula Vista, CA (USA)",2017-05-27,senior,long jump,25,M,0
8.37,+1.9,Zack BAZILE,1996-01-07,USA,"Eugene, OR (USA)",2018-06-06,senior,long jump,22,M,0
8.37,-0.4,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,Guadalajara (ESP),2018-07-06,senior,long jump,19,M,0
8.37,-1.1,Luvo MANYONGA,1991-01-08,RSA,"Olympic Stadium, London (GBR)",2019-07-20,senior,long jump,28,M,0
8.37,+4.1,Jeswin ALDRIN,2001-12-24,IND,"CH Muhammed Koya Stadium, Thenhipalam (IND)",2022-04-03,senior,long jump,20,M,0
8.37,0.0,Jeremiah DAVIS,2001-08-31,USA,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-10,senior,long jump,21,M,1
8.37,+0.2,Wayne PINNOCK,2000-10-24,JAM,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-12,senior,long jump,22,M,0
8.37,-1.1,SREESHANKAR,1999-03-27,IND,"Supachalasai National Stadium, Bangkok (THA)",2023-07-15,senior,long jump,24,M,0
8.37,+5.5,JC STEVENSON,2004-06-02,USA,"Cushing Stadium, College Station, TX (USA)",2024-04-05,senior,long jump,19,M,0
8.37,0.0,Mattia FURLANI,2005-02-07,ITA,"Arena, Toruń (POL) (i)",2025-02-16,senior,long jump,20,M,1
8.36,+1.0,João Carlos DE OLIVEIRA,1954-05-28,BRA,Rieti (ITA),1979-07-21,senior,long jump,25,M,0
8.36,+1.6,Frank PASCHEK,1956-06-25,GDR,Berlin (GER),1980-05-28,senior,long jump,23,M,0
8.36,+5.2,Ralph SPRY,1960-06-16,USA,"Houston, TX (USA)",1983-06-03,senior,long jump,22,M,0
8.36,+1.8,Carl LEWIS,1961-07-01,USA,Bruxelles (BEL),1983-08-26,senior,long jump,22,M,0
8.36,+3.0,Larry MYRICKS,1956-03-10,USA,"Walnut, CA (USA)",1984-04-29,senior,long jump,28,M,0
8.36,+0.2,Lutz DOMBROWSKI,1959-06-25,GDR,Berlin (GDR),1984-07-20,senior,long jump,25,M,0
8.36,+0.5,Carl LEWIS,1961-07-01,USA,"Stadio Olimpico, Roma (ITA)",1987-09-04,senior,long jump,26,M,0
8.36,+2.8,Mike POWELL,1963-11-10,USA,"Indianapolis, IN (USA)",1988-07-18,senior,long jump,24,M,0
8.36,+1.5,Zunrong CHEN,1962-08-25,CHN,Shizuoka (JPN),1992-05-05,senior,long jump,29,M,0
8.36,+0.8,Mike POWELL,1963-11-10,USA,"New Orleans, LA (USA)",1992-06-22,senior,long jump,28,M,0
8.36,+1.3,Mike POWELL,1963-11-10,USA,Tokyo (JPN),1992-09-19,senior,long jump,28,M,0
8.36,0.0,Mike POWELL,1963-11-10,USA,Glasgow (GBR) (i),1993-01-30,senior,long jump,29,M,1
8.36,+0.6,Kareem STREETE-THOMPSON,1973-03-30,USA,"El Paso, TX (USA)",1993-04-10,senior,long jump,20,M,0
8.36,+1.6,Konstantinos KOUKODIMOS,1969-09-14,GRE,Chania (GRE),1994-06-05,senior,long jump,24,M,0
8.36,+1.7,Mike POWELL,1963-11-10,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",1994-07-06,senior,long jump,30,M,0
8.36,+8.5,Kareem STREETE-THOMPSON,1973-03-30,USA,"Sacramento, CA (USA)",1995-06-18,senior,long jump,22,M,0
8.36,-0.1,Iván PEDROSO,1972-12-17,CUB,Bruxelles (BEL),1995-08-25,senior,long jump,22,M,0
8.36,0.0,James BECKFORD,1975-01-09,JAM,Budapest (HUN) (i),1996-01-28,senior,long jump,21,M,1
8.36,0.0,James BECKFORD,1975-01-09,JAM,Liévin (FRA) (i),1996-02-18,senior,long jump,21,M,1
8.36,+0.8,Nélson FERREIRA,1973-01-01,BRA,Medellín (COL),1996-05-10,senior,long jump,23,M,0
8.36,+1.2,Carlos CALADO,1975-10-05,POR,Lisboa (POR),1997-06-20,senior,long jump,21,M,0
8.36,-0.2,Iván PEDROSO,1972-12-17,CUB,Bruxelles (BEL),1997-08-22,senior,long jump,24,M,0
8.36,+1.7,James BECKFORD,1975-01-09,JAM,Doha (QAT),1998-05-07,senior,long jump,23,M,0
8.36,+0.1,James BECKFORD,1975-01-09,JAM,Kingston (JAM),1998-06-27,senior,long jump,23,M,0
8.36,+0.7,Yago LAMELA,1977-07-24,ESP,"Ullevi Stadium, Göteborg (SWE)",1999-08-01,senior,long jump,22,M,0
8.36,+1.6,Gregor CANKAR,1975-01-25,SLO,"La Cartuja, Sevilla (ESP)",1999-08-28,senior,long jump,24,M,0
8.36,+1.5,Dwight PHILLIPS,1977-10-01,USA,Padova (ITA),2002-09-01,senior,long jump,24,M,0
8.36,+1.2,Yago LAMELA,1977-07-24,ESP,Castellón (ESP),2003-08-15,senior,long jump,26,M,0
8.36,-0.2,Dwight PHILLIPS,1977-10-01,USA,Madrid (ESP),2004-07-17,senior,long jump,26,M,0
8.36,+3.1,James BECKFORD,1975-01-09,JAM,Glasgow (GBR),2005-08-27,senior,long jump,30,M,0
8.36,0.0,Ignisious GAISAH,1983-07-20,GHA,Stockholm (SWE) (i),2006-02-02,senior,long jump,22,M,1
8.36,+1.3,Walter DAVIS,1979-07-02,USA,Fort-de-France (FRA),2006-04-29,senior,long jump,26,M,0
8.36,+0.6,Irving SALADINO,1983-01-23,PAN,Zürich (SUI),2006-08-18,senior,long jump,23,M,0
8.36,+1.6,Andrew HOWE,1985-05-12,ITA,Rieti (ITA),2006-08-27,senior,long jump,21,M,0
8.36,+2.3,Dwight PHILLIPS,1977-10-01,USA,"Indianapolis, IN (USA)",2007-06-22,senior,long jump,29,M,0
8.36,+0.6,Irving SALADINO,1983-01-23,PAN,"Stade Olympique de la Pontaise, Lausanne (SUI)",2007-07-10,senior,long jump,24,M,0
8.36,+1.6,Trevell QUINLEY,1983-01-16,USA,"Eugene, OR (USA)",2008-06-29,senior,long jump,25,M,0
8.36,+2.8,Louis TSATOUMAS,1982-02-12,GRE,Thessaloniki (GRE),2008-07-09,senior,long jump,26,M,0
8.36,-0.3,Dwight PHILLIPS,1977-10-01,USA,Shanghai (CHN),2009-09-20,senior,long jump,31,M,0
8.36,+3.4,Raymond HIGGS,1991-01-24,BAH,"Baton Rouge, LA (USA)",2012-05-12,senior,long jump,21,M,0
8.36,+1.9,Aleksandr MENKOV,1990-12-07,RUS,"International Stadium, Gateshead (GBR)",2013-06-22,senior,long jump,22,M,0
8.36,+2.4,Jarrion LAWSON,1994-05-06,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25,senior,long jump,21,M,0
8.36,+0.7,Jeff HENDERSON,1989-02-19,USA,"National Stadium, Beijing (CHN)",2015-08-24,senior,long jump,26,M,0
8.36,+2.8,Greg RUTHERFORD,1986-11-17,GBR,"Phoenix, AZ (USA)",2016-05-14,senior,long jump,29,M,0
8.36,+5.2,Fabrice LAPIERRE,1983-10-17,AUS,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2016-05-22,senior,long jump,32,M,0
8.36,+3.3,Luvo MANYONGA,1991-01-08,RSA,"Olympiastadion, Stockholm (SWE)",2017-06-18,senior,long jump,26,M,0
8.36,+5.0,Damarcus SIMPSON,1993-07-14,USA,"Sacramento, CA (USA)",2017-06-25,senior,long jump,23,M,0
8.36,+0.3,Luvo MANYONGA,1991-01-08,RSA,"Letzigrund, Zürich (SUI)",2018-08-30,senior,long jump,27,M,0
8.36,+0.3,Jianan WANG,1996-08-27,CHN,"Shangyu Stadium, Shaoxing (CHN)",2020-09-15,senior,long jump,24,M,0
8.36,+0.6,Yuki HASHIOKA,1999-01-23,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-27,senior,long jump,22,M,0
8.36,+1.5,SREESHANKAR,1999-03-27,IND,"CH Muhammed Koya Stadium, Thenhipalam (IND)",2022-04-03,senior,long jump,23,M,0
8.36,+1.9,Miltiadis TENTOGLOU,1998-03-18,GRE,"Andreas Vergotis Municipal Stadium, Argostoli (GRE)",2022-05-14,senior,long jump,24,M,0
8.36,+0.5,Jianan WANG,1996-08-27,CHN,"Hayward Field, Eugene, OR (USA)",2022-07-16,senior,long jump,25,M,0
8.36,+1.5,Maykel MASSÓ,1999-05-08,CUB,"Estadio Panamericano, La Habana (CUB)",2023-05-21,senior,long jump,24,M,0
8.36,+1.9,Miltiadis TENTOGLOU,1998-03-18,GRE,"Suhaim bin Hamad Stadium, Doha (QAT)",2024-05-10,senior,long jump,26,M,0
8.36,+1.4,Mattia FURLANI,2005-02-07,ITA,"Centro Sportivo Fontanassa, Savona (ITA)",2024-05-15,senior,long jump,19,M,0
8.36,+0.8,Simon EHAMMER,2000-02-07,SUI,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2024-07-14,senior,long jump,24,M,0
8.36,-0.2,Wayne PINNOCK,2000-10-24,JAM,"Stade de France, Paris (FRA)",2024-08-06,senior,long jump,23,M,0
8.35,0.0,Ralph BOSTON,1939-05-09,USA,"Modesto, CA (USA)",1965-05-29,senior,long jump,26,M,0
8.35,0.0,Igor TER-OVANESYAN,1938-05-19,URS,Ciudad de México (MEX),1967-10-19,senior,long jump,29,M,0
8.35,+0.8,Josef SCHWARZ,1941-05-20,FRG,Stuttgart (GER),1970-07-15,senior,long jump,29,M,0
8.35,+2.1,Arnie ROBINSON,1948-04-07,USA,"Fresno, CA (USA)",1975-05-10,senior,long jump,27,M,0
8.35,-0.6,Arnie ROBINSON,1948-04-07,USA,"Olympic Stadium, Montréal (CAN)",1976-07-29,senior,long jump,28,M,0
8.35,+2.2,Carl LEWIS,1961-07-01,USA,"Austin, TX (USA)",1980-06-06,senior,long jump,18,M,0
8.35,+2.0,Henry LAUTERBACH,1957-10-22,GDR,Erfurt (GER),1981-08-02,senior,long jump,23,M,0
8.35,0.0,Carl LEWIS,1961-07-01,USA,"New York, NY (USA) (i)",1983-02-25,senior,long jump,21,M,1
8.35,+4.3,Larry MYRICKS,1956-03-10,USA,"Indianapolis, IN (USA)",1983-06-19,senior,long jump,27,M,0
8.35,+2.0,Sergey LAYEVSKIY,1959-03-03,URS,Dnepropetrovsk (URS),1988-07-16,senior,long jump,29,M,0
8.35,+0.7,Larry MYRICKS,1956-03-10,USA,Formia (ITA),1989-06-24,senior,long jump,33,M,0
8.35,+0.3,Larry MYRICKS,1956-03-10,USA,Köln (GER),1989-08-20,senior,long jump,33,M,0
8.35,+0.5,Larry MYRICKS,1956-03-10,USA,Tokyo (JPN),1989-09-16,senior,long jump,33,M,0
8.35,+0.8,Larry MYRICKS,1956-03-10,USA,São Paulo (BRA),1991-05-19,senior,long jump,35,M,0
8.35,0.0,Llewellyn STARKS,1967-02-10,USA,Lausanne (SUI),1991-07-10,senior,long jump,24,M,0
8.35,-0.4,Llewellyn STARKS,1967-02-10,USA,Rieti (ITA),1991-09-06,senior,long jump,24,M,0
8.35,+4.4,Giovanni EVANGELISTI,1961-09-11,ITA,Bologna (ITA),1991-09-07,senior,long jump,29,M,0
8.35,0.0,Carl LEWIS,1961-07-01,USA,"New York, NY (USA) (i)",1992-02-28,senior,long jump,30,M,1
8.35,+1.4,Dmitriy BAGRYANOV,1967-12-18,RUS,Granada (ESP),1992-05-30,senior,long jump,24,M,0
8.35,+5.5,Reggie JONES,1971-05-08,USA,Sestriere (ITA),1993-07-28,senior,long jump,22,M,0
8.35,+2.8,Joe GREENE,1967-02-17,USA,Sestriere (ITA),1993-07-28,senior,long jump,26,M,0
8.35,+2.2,Ivailo MLADENOV,1973-10-09,BUL,Sofia (BUL),1993-08-01,senior,long jump,19,M,0
8.35,w,Roland MCGHEE,1971-10-15,USA,"Knoxville, TN (USA)",1994-04-09,senior,long jump,22,M,0
8.35,+2.9,Erick WALDER,1971-11-05,USA,"Fayetteville, AR (USA)",1994-05-14,senior,long jump,22,M,0
8.35,+1.0,Konstantinos KOUKODIMOS,1969-09-14,GRE,Athina (GRE),1994-06-26,senior,long jump,24,M,0
8.35,+3.3,Roland MCGHEE,1971-10-15,USA,"Sacramento, CA (USA)",1995-06-18,senior,long jump,23,M,0
8.35,+0.2,Kareem STREETE-THOMPSON,1973-03-30,USA,"Stade Louis II, Monaco (MON)",1995-07-25,senior,long jump,22,M,0
8.35,0.0,James BECKFORD,1975-01-09,JAM,Chania (GRE),1996-06-08,senior,long jump,21,M,0
8.35,+1.5,Erick WALDER,1971-11-05,USA,Sestriere (ITA),1996-08-07,senior,long jump,24,M,0
8.35,+0.2,James BECKFORD,1975-01-09,JAM,"Stade Louis II, Monaco (MON)",1997-08-16,senior,long jump,22,M,0
8.35,-0.7,James BECKFORD,1975-01-09,JAM,Catania (ITA),1997-08-31,senior,long jump,22,M,0
8.35,+1.7,Iván PEDROSO,1972-12-17,CUB,Ostrava (CZE),1998-06-11,senior,long jump,25,M,0
8.35,0.0,Erick WALDER,1971-11-05,USA,Liévin (FRA) (i),1999-02-21,senior,long jump,27,M,1
8.35,+4.4,Shane HAIR,1975-10-24,AUS,Laguna (ESP),1999-06-05,senior,long jump,23,M,0
8.35,+0.7,Jai TAURIMA,1972-06-26,AUS,"La Cartuja, Sevilla (ESP)",1999-08-28,senior,long jump,27,M,0
8.35,+0.7,Roman SHCHURENKO,1976-09-14,UKR,Kyiv (UKR),2000-07-25,senior,long jump,23,M,0
8.35,+2.5,Miguel PATE,1979-06-13,USA,"Eugene, OR (USA)",2001-06-22,senior,long jump,22,M,0
8.35,0.0,Miguel PATE,1979-06-13,USA,"Fayetteville, AR (USA) (i)",2002-01-18,senior,long jump,22,M,1
8.35,+5.4,Danil BURKENYA,1978-07-20,RUS,Lisboa (POR),2002-05-25,senior,long jump,23,M,0
8.35,+0.7,Hussein Taher AL SABEE,1979-11-14,KSA,"Modesto, CA (USA)",2004-05-08,senior,long jump,24,M,0
8.35,+3.9,Tony ALLMOND,1982-10-08,USA,"Austin, TX (USA)",2004-06-10,senior,long jump,21,M,0
8.35,+0.8,Dwight PHILLIPS,1977-10-01,USA,Birmingham (GBR),2004-07-25,senior,long jump,26,M,0
8.35,-0.4,Miguel PATE,1979-06-13,USA,"Carson, CA (USA)",2005-06-23,senior,long jump,26,M,0
8.35,+4.2,Ibrahim CAMEJO,1982-06-28,CUB,La Habana (CUB),2006-02-04,senior,long jump,23,M,0
8.35,0.0,Irving SALADINO,1983-01-23,PAN,"Olympiastadion, Berlin (GER)",2006-09-03,senior,long jump,23,M,0
8.35,+2.2,Dwight PHILLIPS,1977-10-01,USA,"Eugene, OR (USA)",2007-06-10,senior,long jump,29,M,0
8.35,+5.4,Tarik BOUGUETAIB,1981-04-30,MAR,Khémisset (MAR),2007-07-14,senior,long jump,26,M,0
8.35,+1.3,James BECKFORD,1975-01-09,JAM,Tallinn (EST),2007-07-22,senior,long jump,32,M,0
8.35,+0.7,Andrew HOWE,1985-05-12,ITA,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2007-09-23,senior,long jump,22,M,0
8.35,+2.3,Godfrey Khotso MOKOENA,1985-03-06,RSA,"FBK Stadium, Hengelo (NED)",2008-05-24,senior,long jump,23,M,0
8.35,+0.3,Hussein Taher AL SABEE,1979-11-14,KSA,"Letzigrund, Zürich (SUI)",2008-08-29,senior,long jump,28,M,0
8.35,+1.3,Fabrice LAPIERRE,1983-10-17,AUS,Madrid (ESP),2009-07-04,senior,long jump,25,M,0
8.35,+1.0,Alain BAILEY,1987-08-14,JAM,"Knoxville, TN (USA)",2010-05-15,senior,long jump,22,M,0
8.35,+2.6,Ngonidzashe MAKUSHA,1987-03-11,ZIM,"Tallahassee, FL (USA)",2011-05-07,senior,long jump,24,M,0
