Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.35,Jean-Charles GICQUEL,1967-02-24,FRA,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-13,senior,high jump,27,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Manaus (BRA),1994-05-21,senior,high jump,26,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Granada (ESP),1994-06-01,senior,high jump,26,M,0
2.35,Troy KEMP,1966-06-18,BAH,Caorle (ITA),1994-07-16,senior,high jump,28,M,0
2.35,Steinar HOEN,1971-02-08,NOR,"Bislett Stadion, Oslo (NOR)",1994-07-22,senior,high jump,23,M,0
2.35,Steinar HOEN,1971-02-08,NOR,"Olympiastadion, Helsinki (FIN)",1994-08-09,senior,high jump,23,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Tokyo (JPN),1994-09-15,senior,high jump,26,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Fukuoka (JPN),1994-09-17,senior,high jump,26,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1995-01-26,senior,high jump,27,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Rio de Janeiro (BRA),1995-02-12,senior,high jump,27,M,0
2.35,Lambros PAPAKOSTAS,1969-10-20,GRE,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-12,senior,high jump,25,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1995-06-30,senior,high jump,27,M,0
2.35,Dalton GRANT,1966-04-08,GBR,Eberstadt (GER),1995-07-09,senior,high jump,29,M,0
2.35,Steve SMITH,1973-03-29,GBR,Birmingham (GBR),1995-07-15,senior,high jump,22,M,0
2.35,Troy KEMP,1966-06-18,BAH,"Helmántico, Salamanca (ESP)",1995-07-18,senior,high jump,29,M,0
2.35,Artur PARTYKA,1969-07-25,POL,"Ullevi Stadium, Göteborg (SWE)",1995-08-08,senior,high jump,26,M,0
2.35,Steve SMITH,1973-03-29,GBR,"Ullevi Stadium, Göteborg (SWE)",1995-08-08,senior,high jump,22,M,0
2.35,Steinar HOEN,1971-02-08,NOR,"Ullevi Stadium, Göteborg (SWE)",1995-08-08,senior,high jump,24,M,0
2.35,Artur PARTYKA,1969-07-25,POL,Weinheim (GER) (i),1996-02-01,senior,high jump,26,M,1
2.35,Dragutin TOPIĆ,1971-03-12,YUG,"Globe Arena, Stockholm (SWE) (i)",1996-03-10,senior,high jump,24,M,1
2.35,Dragutin TOPIĆ,1971-03-12,YUG,Roma (ITA),1996-06-05,senior,high jump,25,M,0
2.35,Steve SMITH,1973-03-29,GBR,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,senior,high jump,23,M,0
2.35,Patrik SJÖBERG,1965-01-05,SWE,Eberstadt (GER),1996-08-18,senior,high jump,31,M,0
2.35,Charles AUSTIN,1967-12-19,USA,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-09,senior,high jump,29,M,1
2.35,Konstantin MATUSEVICH,1971-02-25,ISR,Byrkjelo (NOR),1997-07-13,senior,high jump,26,M,0
2.35,Artur PARTYKA,1969-07-25,POL,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,28,M,0
2.35,Tim FORSYTH,1973-08-17,AUS,"Olympic Stadium, Athina (GRE)",1997-08-06,senior,high jump,23,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Eberstadt (GER),1997-08-17,senior,high jump,29,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Kingston (JAM),1997-09-19,senior,high jump,29,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1998-08-02,senior,high jump,30,M,0
2.35,Martin BUß,1976-04-07,GER,Dortmund (GER),1999-06-26,senior,high jump,23,M,0
2.35,Mark BOSWELL,1977-07-28,CAN,"La Cartuja, Sevilla (ESP)",1999-08-23,senior,high jump,22,M,0
2.35,Vyacheslav VORONIN,1974-04-05,RUS,Rovereto (ITA),1999-09-01,senior,high jump,25,M,0
2.35,Vyacheslav VORONIN,1974-04-05,RUS,Balingen (GER) (i),2000-01-30,senior,high jump,25,M,1
2.35,Nathan LEEPER,1977-06-13,USA,"Sacramento, CA (USA)",2000-05-21,senior,high jump,22,M,0
2.35,Vyacheslav VORONIN,1974-04-05,RUS,"Stadio Olimpico, Roma (ITA)",2000-06-30,senior,high jump,26,M,0
2.35,Mark BOSWELL,1977-07-28,CAN,"Stadio Olimpico, Roma (ITA)",2000-06-30,senior,high jump,22,M,0
2.35,Sergey KLYUGIN,1974-03-24,RUS,"Olympic Stadium, Sydney (AUS)",2000-09-24,senior,high jump,26,M,0
2.35,Andriy SOKOLOVSKIY,1978-07-16,UKR,Arnstadt (GER) (i),2001-02-17,senior,high jump,22,M,1
2.35,Charles CLINGER,1976-12-28,USA,"Pocatello, ID (USA)",2001-05-19,senior,high jump,24,M,0
2.35,Staffan STRAND,1976-04-18,SWE,Stockholm (SWE) (i),2002-02-06,senior,high jump,25,M,1
2.35,Charles CLINGER,1976-12-28,USA,"Hayward Field, Eugene, OR (USA)",2002-05-26,senior,high jump,25,M,0
2.35,Mark BOSWELL,1977-07-28,CAN,"Stadio Olimpico, Roma (ITA)",2002-07-12,senior,high jump,24,M,0
2.35,Stefan HOLM,1976-05-25,SWE,Zürich (SUI),2002-08-16,senior,high jump,26,M,0
2.35,Stefan HOLM,1976-05-25,SWE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,senior,high jump,26,M,1
2.35,Jacques FREITAG,1982-06-11,RSA,"Stadio Olimpico, Roma (ITA)",2003-07-11,senior,high jump,21,M,0
2.35,Jacques FREITAG,1982-06-11,RSA,"Stade de France, Paris-St-Denis (FRA)",2003-08-25,senior,high jump,21,M,0
2.35,Stefan HOLM,1976-05-25,SWE,"Sportaréna, Budapest (HUN) (i)",2004-03-06,senior,high jump,27,M,1
2.35,Andriy SOKOLOVSKIY,1978-07-16,UKR,Langen (GER),2004-06-13,senior,high jump,25,M,0
2.35,Stefan HOLM,1976-05-25,SWE,Göteborg (SWE),2004-09-04,senior,high jump,28,M,0
2.35,Jaroslav BÁBA,1984-09-02,CZE,Hustopeče (CZE) (i),2005-01-22,senior,high jump,20,M,1
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,Göteborg (SWE) (i),2005-02-03,senior,high jump,24,M,1
2.35,Stefan HOLM,1976-05-25,SWE,Arnstadt (GER) (i),2005-02-05,senior,high jump,28,M,1
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,Karlstad (SWE) (i),2005-02-24,senior,high jump,24,M,1
2.35,Jacques FREITAG,1982-06-11,RSA,Durban (RSA),2005-04-16,senior,high jump,22,M,0
2.35,Víctor MOYA,1982-10-24,CUB,"Stade Louis II, Monaco (MON)",2005-09-10,senior,high jump,22,M,0
2.35,Andrey SILNOV,1984-09-09,RUS,Arnstadt (GER) (i),2006-02-04,senior,high jump,21,M,1
2.35,Ivan UKHOV,1986-03-29,RUS,Weinheim (GER) (i),2006-02-08,senior,high jump,19,M,1
2.35,Andrey TERESHIN,1982-12-15,RUS,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-11,senior,high jump,23,M,1
2.35,Andriy SOKOLOVSKIY,1978-07-16,UKR,Wuppertal (GER) (i),2007-01-26,senior,high jump,28,M,1
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,Moskva (RUS) (i),2007-01-28,senior,high jump,26,M,1
2.35,Andrey TERESHIN,1982-12-15,RUS,Moskva (RUS) (i),2007-01-28,senior,high jump,24,M,1
2.35,Donald THOMAS,1984-07-01,BAH,Salamanca (ESP),2007-07-04,senior,high jump,23,M,0
2.35,Stefan HOLM,1976-05-25,SWE,Stockholm (SWE),2007-08-07,senior,high jump,31,M,0
2.35,Donald THOMAS,1984-07-01,BAH,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,senior,high jump,23,M,0
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,senior,high jump,26,M,0
2.35,Kyriakos IOANNOU,1984-07-26,CYP,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,senior,high jump,23,M,0
2.35,Ivan UKHOV,1986-03-29,RUS,Chelyabinsk (RUS) (i),2008-01-09,senior,high jump,21,M,1
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,Arnstadt (GER) (i),2008-02-02,senior,high jump,27,M,1
2.35,Stefan HOLM,1976-05-25,SWE,Arnstadt (GER) (i),2008-02-02,senior,high jump,31,M,1
2.35,Linus THÖRNBLAD,1985-03-06,SWE,Malmö (SWE) (i),2008-02-24,senior,high jump,22,M,1
2.35,Andrey SILNOV,1984-09-09,RUS,"Stade Olympique de la Pontaise, Lausanne (SUI)",2008-09-02,senior,high jump,23,M,0
2.35,Michał BIENIEK,1984-05-17,POL,Zamość (POL),2008-09-06,senior,high jump,24,M,0
2.35,Andrey SILNOV,1984-09-09,RUS,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2008-09-13,senior,high jump,24,M,0
2.35,Ivan UKHOV,1986-03-29,RUS,Moskva (RUS) (i),2009-02-01,senior,high jump,22,M,1
2.35,Andra MANSON,1984-04-30,USA,"Austin, TX (USA)",2009-04-04,senior,high jump,24,M,0
2.35,Ivan UKHOV,1986-03-29,RUS,Cheboksary (RUS),2009-07-25,senior,high jump,23,M,0
2.35,Yaroslav RYBAKOV,1980-11-22,RUS,Cheboksary (RUS),2009-07-25,senior,high jump,28,M,0
2.35,Ivan UKHOV,1986-03-29,RUS,Arnstadt (GER) (i),2010-02-06,senior,high jump,23,M,1
2.35,Aleksey DMITRIK,1984-04-12,RUS,Huelva (ESP),2011-06-02,senior,high jump,27,M,0
2.35,Dmytro DEMYANYUK,1983-06-30,UKR,"Olympiastadion, Stockholm (SWE)",2011-06-18,senior,high jump,27,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Kobe (JPN),2011-07-09,senior,high jump,20,M,0
2.35,Jesse WILLIAMS,1983-12-27,USA,"DS, Daegu (KOR)",2011-09-01,senior,high jump,27,M,0
2.35,Aleksey DMITRIK,1984-04-12,RUS,"DS, Daegu (KOR)",2011-09-01,senior,high jump,27,M,0
2.35,Aleksey DMITRIK,1984-04-12,RUS,Hustopeče (CZE) (i),2012-01-28,senior,high jump,27,M,1
2.35,Andrey SILNOV,1984-09-09,RUS,Moskva (RUS) (i),2012-02-01,senior,high jump,27,M,1
2.35,Aleksandr SHUSTOV,1984-06-29,RUS,Cheboksary (RUS),2012-07-05,senior,high jump,28,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Eberstadt (GER),2012-08-18,senior,high jump,21,M,0
2.35,Sergey MUDROV,1990-09-08,RUS,"Scandinavium, Göteborg (SWE) (i)",2013-03-02,senior,high jump,22,M,1
2.35,Derek DROUIN,1990-03-06,CAN,"Fayetteville, AR (USA) (i)",2013-03-09,senior,high jump,23,M,1
2.35,Derek DROUIN,1990-03-06,CAN,Ninove (BEL),2013-07-27,senior,high jump,23,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Malmö (SWE) (i),2014-01-26,senior,high jump,22,M,1
2.35,Erik KYNARD,1991-02-03,USA,"Des Moines, IA (USA)",2014-04-25,senior,high jump,23,M,0
2.35,Dusty JONAS,1986-04-19,USA,"Des Moines, IA (USA)",2014-04-25,senior,high jump,28,M,0
2.35,Andrii PROTSENKO,1988-05-20,UKR,"Icahn Stadium, New York, NY (USA)",2014-06-14,senior,high jump,26,M,0
2.35,Erik KYNARD,1991-02-03,USA,"Sacramento, CA (USA)",2014-06-28,senior,high jump,23,M,0
2.35,Derek DROUIN,1990-03-06,CAN,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,senior,high jump,24,M,0
2.35,Bohdan BONDARENKO,1989-08-30,UKR,"Letzigrund, Zürich (SUI)",2014-08-15,senior,high jump,24,M,0
2.35,Derek DROUIN,1990-03-06,CAN,Eberstadt (GER),2014-08-22,senior,high jump,24,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Incheon (KOR),2014-09-29,senior,high jump,23,M,0
2.35,Guowei ZHANG,1991-06-04,CHN,"Walnut, CA (USA)",2015-04-18,senior,high jump,23,M,0
2.35,Erik KYNARD,1991-02-03,USA,"Hayward Field, Eugene, OR (USA)",2015-05-30,senior,high jump,24,M,0
2.35,Gianmarco TAMBERI,1992-06-01,ITA,Banská Bystrica (SVK) (i),2016-02-04,senior,high jump,23,M,1
2.35,Marco FASSINOTTI,1989-04-29,ITA,Banská Bystrica (SVK) (i),2016-02-04,senior,high jump,26,M,1
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Doha (QAT) (i),2016-02-19,senior,high jump,24,M,1
2.35,Erik KYNARD,1991-02-03,USA,"Alexander Stadium, Birmingham (GBR)",2016-06-05,senior,high jump,25,M,0
2.35,Bohdan BONDARENKO,1989-08-30,UKR,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,senior,high jump,26,M,0
2.35,Ivan UKHOV,1986-03-29,RUS,Moskva (RUS),2016-07-18,senior,high jump,30,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"Stade Olympique de la Pontaise, Lausanne (SUI)",2016-08-25,senior,high jump,25,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"Stadion PGE Narodowy, Warszawa (POL)",2016-08-28,senior,high jump,25,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Jeddah (KSA),2017-04-15,senior,high jump,25,M,0
2.35,Mateusz PRZYBYLKO,1992-03-09,GER,Bottrop (GER),2017-06-25,senior,high jump,25,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"Stade Charléty, Paris (FRA)",2017-07-01,senior,high jump,26,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"Olympic Stadium, London (GBR)",2017-08-13,senior,high jump,26,M,0
2.35,Danil LYSENKO,1997-05-19,RUS,Yekaterinburg (RUS) (i),2018-01-07,senior,high jump,20,M,1
2.35,Danil LYSENKO,1997-05-19,ANA,Třinec (CZE) (i),2018-01-30,senior,high jump,20,M,1
2.35,Ivan UKHOV,1986-03-29,RUS,Moskva (RUS) (i),2018-01-31,senior,high jump,31,M,1
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,Malmö (SWE) (i),2018-02-10,senior,high jump,26,M,1
2.35,Bryan MCBRIDE,1991-12-10,USA,"Chula Vista, CA (USA)",2018-06-09,senior,high jump,26,M,0
2.35,Mateusz PRZYBYLKO,1992-03-09,GER,"Olympiastadion, Berlin (GER)",2018-08-11,senior,high jump,26,M,0
2.35,Naoto TOBE,1992-03-31,JPN,"Messehalle, Karlsruhe (GER) (i)",2019-02-02,senior,high jump,26,M,1
2.35,Maksim NEDASEKAU,1998-01-21,BLR,"Dinamo National Olympic Stadium, Minsk (BLR)",2019-09-09,senior,high jump,21,M,0
2.35,Mikhail AKIMENKO,1995-12-06,ANA,"Khalifa International Stadium, Doha (QAT)",2019-10-04,senior,high jump,23,M,0
2.35,Ilya IVANYUK,1993-03-09,ANA,"Khalifa International Stadium, Doha (QAT)",2019-10-04,senior,high jump,26,M,0
2.35,Gianmarco TAMBERI,1992-06-01,ITA,"Palaindoor Ancona, Ancona (ITA) (i)",2021-02-21,senior,high jump,28,M,1
2.35,Gianmarco TAMBERI,1992-06-01,ITA,"Arena, Toruń (POL) (i)",2021-03-07,senior,high jump,28,M,1
2.35,Sanghyeok WOO,1996-04-23,KOR,"National Stadium, Tokyo (JPN)",2021-08-01,senior,high jump,25,M,0
2.35,Brandon STARC,1993-11-24,AUS,"National Stadium, Tokyo (JPN)",2021-08-01,senior,high jump,27,M,0
2.35,Sanghyeok WOO,1996-04-23,KOR,"Športová hala Dukla, Banská Bystrica (SVK) (i)",2022-02-15,senior,high jump,25,M,1
2.35,Sanghyeok WOO,1996-04-23,KOR,"Hayward Field, Eugene, OR (USA)",2022-07-18,senior,high jump,26,M,0
2.35,JuVaughn HARRISON,1999-04-30,USA,"Olympic Stadium, London (GBR)",2023-07-23,senior,high jump,24,M,0
2.35,Danil LYSENKO,1997-05-19,RUS,"Dinamo National Olympic Stadium, Minsk (BLR)",2023-07-30,senior,high jump,26,M,0
2.35,Danil LYSENKO,1997-05-19,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",2023-08-19,senior,high jump,26,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"Letzigrund, Zürich (SUI)",2023-08-31,senior,high jump,32,M,0
2.35,Sanghyeok WOO,1996-04-23,KOR,"Hayward Field, Eugene, OR (USA)",2023-09-16,senior,high jump,27,M,0
2.35,Mutaz Essa BARSHIM,1991-06-24,QAT,"HOC Stadium, Hangzhou (CHN)",2023-10-04,senior,high jump,32,M,0
2.35,Danil LYSENKO,1997-05-19,RUS,"Regional Sport Complex, Brest (BLR)",2025-07-13,senior,high jump,28,M,0
2.34,Vladimir YASHCHENKO,1959-01-12,URS,Tbilisi (GEO),1978-06-16,senior,high jump,19,M,0
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,"Palazzo dello Sport, Milano (ITA) (i)",1982-03-06,senior,high jump,20,M,1
2.34,Paul FROMMEYER,1957-06-28,FRG,Recke (FRG),1983-06-17,senior,high jump,25,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Aachen (GER),1983-07-05,senior,high jump,26,M,0
2.34,Eddy ANNYS,1958-12-15,BEL,Bruxelles (BEL),1983-07-23,senior,high jump,24,M,0
2.34,Sorin MATEI,1963-07-06,ROU,Bucureşti (ROU),1984-06-09,senior,high jump,20,M,0
2.34,Valeriy SEREDA,1959-06-30,URS,Kiev (URS),1984-06-24,senior,high jump,24,M,0
2.34,Dwight STONES,1953-12-06,USA,"Los Angeles, CA (USA)",1984-06-24,senior,high jump,30,M,0
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,Rhede (GER),1984-09-05,senior,high jump,23,M,0
2.34,Jim HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1985-01-26,senior,high jump,25,M,1
2.34,Yuriy SERGIYENKO,1965-03-19,URS,Kiev (URS) (i),1985-02-02,senior,high jump,19,M,1
2.34,Jim HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1985-02-22,senior,high jump,25,M,1
2.34,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1985-03-20,senior,high jump,17,M,0
2.34,Dennis LEWIS,1959-03-20,USA,"Los Angeles, CA (USA)",1985-03-30,senior,high jump,26,M,0
2.34,Jim HOWARD,1959-09-11,USA,London (GBR),1985-07-20,senior,high jump,25,M,0
2.34,Ján ZVARA,1963-02-12,TCH,Nitra (TCH),1985-08-31,senior,high jump,22,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Simmerath (FRG) (i),1986-01-17,senior,high jump,28,M,1
2.34,Aleksandr KOTOVICH,1961-11-06,URS,Minsk (BLR) (i),1986-01-18,senior,high jump,24,M,1
2.34,Jim HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1986-02-14,senior,high jump,26,M,1
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,"Palacio de Deportes, Madrid (ESP) (i)",1986-02-22,senior,high jump,24,M,1
2.34,Jim HOWARD,1959-09-11,USA,"New York, NY (USA) (i)",1986-02-28,senior,high jump,26,M,1
2.34,Jerome CARTER,1963-03-25,USA,"Villanova, PA (USA)",1986-06-08,senior,high jump,23,M,0
2.34,Ján ZVARA,1963-02-12,TCH,Bratislava (TCH),1986-06-14,senior,high jump,23,M,0
2.34,Igor PAKLIN,1963-06-15,URS,Stockholm (SWE),1986-07-01,senior,high jump,23,M,0
2.34,Doug NORDQUIST,1958-12-20,USA,Moskva (URS),1986-07-09,senior,high jump,27,M,0
2.34,Valeriy SEREDA,1959-06-30,URS,Kiev (URS),1986-07-15,senior,high jump,27,M,0
2.34,Jim HOWARD,1959-09-11,USA,"Letzigrund, Zürich (SUI)",1986-08-13,senior,high jump,26,M,0
2.34,Igor PAKLIN,1963-06-15,URS,"Neckarstadion, Stuttgart (GER)",1986-08-31,senior,high jump,23,M,0
2.34,Gennadiy AVDEYENKO,1963-11-04,URS,Kiev (URS),1986-08-31,senior,high jump,22,M,0
2.34,Igor PAKLIN,1963-06-15,URS,"Stadio Olimpico, Roma (ITA)",1986-09-10,senior,high jump,23,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,Catania (ITA),1986-09-13,senior,high jump,21,M,0
2.34,Igor PAKLIN,1963-06-15,URS,Sindelfingen (GER) (i),1987-01-30,senior,high jump,23,M,1
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Karlsruhe (GER) (i),1987-02-07,senior,high jump,29,M,1
2.34,Ján ZVARA,1963-02-12,TCH,Genk (BEL) (i),1987-02-08,senior,high jump,23,M,1
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Genk (BEL) (i),1987-02-08,senior,high jump,29,M,1
2.34,Ján ZVARA,1963-02-12,TCH,Gent (BEL) (i),1987-02-08,senior,high jump,23,M,1
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Gent (BEL) (i),1987-02-08,senior,high jump,29,M,1
2.34,Ján ZVARA,1963-02-12,TCH,"Hoosier Dome, Indianapolis, IN (USA) (i)",1987-03-07,senior,high jump,24,M,1
2.34,Jerome CARTER,1963-03-25,USA,Eberstadt (GER),1987-06-07,senior,high jump,24,M,0
2.34,Gerd NAGEL,1957-10-22,FRG,Eberstadt (GER),1987-06-07,senior,high jump,29,M,0
2.34,Gennadiy AVDEYENKO,1963-11-04,URS,Bratislava (TCH),1987-06-13,senior,high jump,23,M,0
2.34,Hollis CONWAY,1967-01-08,USA,Formia (ITA),1987-07-11,senior,high jump,20,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,"Letzigrund, Zürich (SUI)",1987-08-19,senior,high jump,22,M,0
2.34,Igor PAKLIN,1963-06-15,URS,"Olympiastadion, Berlin (GER)",1987-08-21,senior,high jump,24,M,0
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,Simmerath (FRG) (i),1988-01-22,senior,high jump,26,M,1
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Gent (BEL) (i),1988-02-07,senior,high jump,30,M,1
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Genk (BEL) (i),1988-02-07,senior,high jump,30,M,1
2.34,Jim HOWARD,1959-09-11,USA,"East Rutherford, NJ (USA) (i)",1988-02-13,senior,high jump,28,M,1
2.34,Patrik SJÖBERG,1965-01-05,SWE,Berlin (GER) (i),1988-02-26,senior,high jump,23,M,1
2.34,Doug NORDQUIST,1958-12-20,USA,"Tampa, FL (USA)",1988-06-18,senior,high jump,29,M,0
2.34,Rudolf POVARNITSYN,1962-06-13,URS,"Stade Olympique de la Pontaise, Lausanne (SUI)",1988-06-24,senior,high jump,26,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Eberstadt (GER),1988-06-26,senior,high jump,30,M,0
2.34,Robert RUFFINI,1967-01-26,TCH,Praha (TCH),1988-07-03,senior,high jump,21,M,0
2.34,Sergey MALCHENKO,1963-11-02,URS,Tallinn (EST),1988-07-06,senior,high jump,24,M,0
2.34,Javier SOTOMAYOR,1967-10-13,CUB,Nice (FRA),1988-07-10,senior,high jump,20,M,0
2.34,Rudolf POVARNITSYN,1962-06-13,URS,Barcelona (ESP),1988-07-13,senior,high jump,26,M,0
2.34,Gennadiy AVDEYENKO,1963-11-04,URS,Barcelona (ESP),1988-07-13,senior,high jump,24,M,0
2.34,Jim HOWARD,1959-09-11,USA,"Indianapolis, IN (USA)",1988-07-16,senior,high jump,28,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,"Letzigrund, Zürich (SUI)",1988-08-17,senior,high jump,23,M,0
2.34,Igor PAKLIN,1963-06-15,URS,"Letzigrund, Zürich (SUI)",1988-08-17,senior,high jump,25,M,0
2.34,Javier SOTOMAYOR,1967-10-13,CUB,Bern (SUI),1988-08-23,senior,high jump,20,M,0
2.34,Clarence Nicholas SAUNDERS,1963-09-14,BER,"Olympic Stadium, Seoul (KOR)",1988-09-25,senior,high jump,25,M,0
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,"Olympic Stadium, Seoul (KOR)",1988-09-25,senior,high jump,27,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Simmerath (FRG) (i),1989-01-29,senior,high jump,31,M,1
2.34,Dietmar MÖGENBURG,1961-08-15,FRG,Berlin (GER) (i),1989-02-24,senior,high jump,27,M,1
2.34,Hollis CONWAY,1967-01-08,USA,"Jonesboro, AR (USA)",1989-04-29,senior,high jump,22,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Eberstadt (GER),1989-06-04,senior,high jump,31,M,0
2.34,Rudolf POVARNITSYN,1962-06-13,URS,Bratislava (TCH),1989-06-14,senior,high jump,27,M,0
2.34,Gennadiy AVDEYENKO,1963-11-04,URS,Oslo (NOR),1989-07-01,senior,high jump,25,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,Stockholm (SWE),1989-07-03,senior,high jump,24,M,0
2.34,Hollis CONWAY,1967-01-08,USA,"Crystal Palace, London (GBR)",1989-07-14,senior,high jump,22,M,0
2.34,Javier SOTOMAYOR,1967-10-13,CUB,"New York, NY (USA)",1989-07-22,senior,high jump,21,M,0
2.34,Javier SOTOMAYOR,1967-10-13,CUB,"Letzigrund, Zürich (SUI)",1989-08-16,senior,high jump,21,M,0
2.34,Dalton GRANT,1966-04-08,GBR,Gateshead (GBR),1989-08-28,senior,high jump,23,M,0
2.34,Javier SOTOMAYOR,1967-10-13,CUB,Duisburg (GER),1989-08-30,senior,high jump,21,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,"Estadio Olímpico, Barcelona (ESP)",1989-09-10,senior,high jump,24,M,0
2.34,Gennadiy AVDEYENKO,1963-11-04,URS,Tokyo (JPN),1989-09-16,senior,high jump,25,M,0
2.34,Dalton GRANT,1966-04-08,GBR,Auckland (NZL),1990-02-01,senior,high jump,23,M,0
2.34,Carlo THRÄNHARDT,1957-07-05,FRG,Simmerath (FRG) (i),1990-02-02,senior,high jump,32,M,1
2.34,Aleksey YEMELIN,1968-10-16,URS,Chelyabinsk (URS) (i),1990-02-04,senior,high jump,21,M,1
2.34,Artur PARTYKA,1969-07-25,POL,Wuppertal (GER) (i),1990-02-09,senior,high jump,20,M,1
2.34,Ralf SONN,1967-01-17,FRG,Sulingen (GER) (i),1990-02-11,senior,high jump,23,M,1
2.34,Dalton GRANT,1966-04-08,GBR,Sulingen (GER) (i),1990-02-11,senior,high jump,23,M,1
2.34,Brian BROWN,1967-01-09,USA,"Indianapolis, IN (USA) (i)",1990-03-09,senior,high jump,23,M,1
2.34,Hollis CONWAY,1967-01-08,USA,"Lafayette, LA (USA)",1990-03-17,senior,high jump,23,M,0
2.34,Sorin MATEI,1963-07-06,ROU,Bucureşti (ROU),1990-05-26,senior,high jump,26,M,0
2.34,Hollis CONWAY,1967-01-08,USA,San José (USA),1990-05-26,senior,high jump,23,M,0
2.34,Hollis CONWAY,1967-01-08,USA,"Minneapolis, MN (USA)",1990-07-15,senior,high jump,23,M,0
2.34,Dragutin TOPIĆ,1971-03-12,YUG,Split (CRO),1990-07-22,senior,high jump,19,M,0
2.34,Sorin MATEI,1963-07-06,ROU,"New York, NY (USA)",1990-07-29,senior,high jump,27,M,0
2.34,Hollis CONWAY,1967-01-08,USA,"New York, NY (USA)",1990-07-29,senior,high jump,23,M,0
2.34,Patrik SJÖBERG,1965-01-05,SWE,Bruxelles (BEL),1990-08-10,senior,high jump,25,M,0
